,winner,point_difference,result,name,team_seed,win,higher_or_lower_seed,index,year_x,Name,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,year_y,ORPG,DRPG,RPG,other_team_seed
133,4,9,1,Northeastern,13,0,0,7,1986,Northeastern,1.61,8.04,12.9,1.04,7.9,22.0,502.0,930.0,0.54,71.3,0.472,0.368,0.798,1986,7.3,24.0,31.3,4
134,6,5,1,St. Joseph's,6,1,1,8,1986,Saint Joseph's,2.85,4.74,12.4,0.9,9.1,30.0,391.0,838.0,0.467,68.6,0.386,0.302,0.702,1986,11.0,25.3,36.3,11
135,6,5,1,Richmond,11,0,0,9,1986,Richmond,2.59,8.22,15.2,1.39,8.0,22.0,520.0,978.0,0.532,74.6,0.465,0.358,0.77,1986,7.2,26.4,33.6,6
136,14,11,2,Indiana,3,0,1,10,1986,Indiana,4.33,5.59,13.0,0.99,5.4,17.0,543.0,1076.0,0.505,72.4,0.451,0.324,0.683,1986,11.3,26.3,37.6,14
137,14,11,2,Cleveland State,14,1,0,11,1986,Cleveland State,2.69,7.86,11.7,0.75,3.8,13.0,551.0,1212.0,0.455,64.0,0.418,0.298,0.669,1986,11.3,23.4,34.7,3
138,7,3,1,Navy,7,1,1,12,1986,Navy,1.63,5.41,11.3,0.93,6.5,21.0,430.0,894.0,0.481,63.8,0.411,0.303,0.698,1986,11.7,23.7,35.5,10
139,7,3,1,Tulsa,10,0,0,13,1986,Tulsa,2.41,7.63,12.6,0.95,5.6,18.0,498.0,971.0,0.513,68.8,0.445,0.309,0.71,1986,9.0,26.0,34.9,7
140,2,13,1,Syracuse,2,1,1,14,1986,Syracuse,4.41,7.3,14.2,1.23,8.4,25.0,453.0,890.0,0.509,74.0,0.435,0.337,0.743,1986,10.2,25.3,35.5,15
141,2,13,1,Brown,15,0,0,15,1986,Brown,4.26,6.48,11.7,0.75,6.6,22.0,391.0,842.0,0.464,67.7,0.405,0.304,0.716,1986,12.8,26.0,38.7,2
142,1,7,1,Duke,1,1,1,16,1986,Duke,5.96,8.48,15.8,1.19,7.1,20.0,623.0,1166.0,0.534,82.6,0.477,0.355,0.695,1986,12.8,27.5,40.3,8
143,1,7,1,Old Dominion,8,0,0,17,1986,Old Dominion,2.96,7.07,10.1,0.84,5.6,20.0,509.0,1117.0,0.456,64.6,0.4,0.286,0.687,1986,11.7,27.6,39.3,1
144,12,8,2,DePaul,12,1,0,18,1986,DePaul,5.11,8.52,14.2,0.98,5.9,18.0,561.0,1125.0,0.499,72.5,0.446,0.325,0.643,1986,11.5,26.0,37.4,4
145,12,8,2,Oklahoma,4,0,1,19,1986,Oklahoma,3.85,6.0,11.9,1.1,7.4,23.0,468.0,970.0,0.482,70.7,0.421,0.324,0.77,1986,8.1,28.2,36.3,12
146,14,8,2,St. Joseph's,6,0,1,20,1986,Saint Joseph's,2.85,4.74,12.4,0.9,9.1,30.0,391.0,838.0,0.467,68.6,0.386,0.302,0.702,1986,11.0,25.3,36.3,14
147,14,8,2,Cleveland State,14,1,0,21,1986,Cleveland State,2.69,7.86,11.7,0.75,3.8,13.0,551.0,1212.0,0.455,64.0,0.418,0.298,0.669,1986,11.3,23.4,34.7,6
148,7,5,2,Navy,7,1,0,22,1986,Navy,1.63,5.41,11.3,0.93,6.5,21.0,430.0,894.0,0.481,63.8,0.411,0.303,0.698,1986,11.7,23.7,35.5,2
149,7,5,2,Syracuse,2,0,1,23,1986,Syracuse,4.41,7.3,14.2,1.23,8.4,25.0,453.0,890.0,0.509,74.0,0.435,0.337,0.743,1986,10.2,25.3,35.5,7
150,1,11,1,Duke,1,1,1,24,1986,Duke,5.96,8.48,15.8,1.19,7.1,20.0,623.0,1166.0,0.534,82.6,0.477,0.355,0.695,1986,12.8,27.5,40.3,12
151,1,11,1,DePaul,12,0,0,25,1986,DePaul,5.11,8.52,14.2,0.98,5.9,18.0,561.0,1125.0,0.499,72.5,0.446,0.325,0.643,1986,11.5,26.0,37.4,1
152,7,7,1,Cleveland State,14,0,0,26,1986,Cleveland State,2.69,7.86,11.7,0.75,3.8,13.0,551.0,1212.0,0.455,64.0,0.418,0.298,0.669,1986,11.3,23.4,34.7,7
153,7,7,1,Navy,7,1,1,27,1986,Navy,1.63,5.41,11.3,0.93,6.5,21.0,430.0,894.0,0.481,63.8,0.411,0.303,0.698,1986,11.7,23.7,35.5,14
154,1,6,1,Duke,1,1,1,28,1986,Duke,5.96,8.48,15.8,1.19,7.1,20.0,623.0,1166.0,0.534,82.6,0.477,0.355,0.695,1986,12.8,27.5,40.3,7
155,1,6,1,Navy,7,0,0,29,1986,Navy,1.63,5.41,11.3,0.93,6.5,21.0,430.0,894.0,0.481,63.8,0.411,0.303,0.698,1986,11.7,23.7,35.5,1
156,1,15,1,Kansas,1,1,1,30,1986,Kansas,4.93,7.71,14.4,1.13,6.7,19.0,591.0,1066.0,0.554,75.3,0.487,0.352,0.67,1986,10.4,28.1,38.5,16
157,1,15,1,North Carolina A&T,16,0,0,31,1986,North Carolina A&T,3.69,8.41,14.1,0.9,5.7,19.0,570.0,1179.0,0.483,71.3,0.422,0.294,0.604,1986,11.6,27.6,39.1,1
158,9,1,2,Jacksonville,8,0,1,32,1986,Jacksonville,2.83,4.93,11.1,0.8,6.5,20.0,513.0,1048.0,0.49,66.6,0.427,0.317,0.678,1986,10.0,28.0,37.9,9
159,9,1,2,Temple,9,1,0,33,1986,Temple,2.96,8.0,14.0,1.07,6.7,21.0,481.0,1055.0,0.456,69.5,0.409,0.32,0.682,1986,9.7,28.2,37.9,8
160,5,7,1,Michigan State,5,1,1,34,1986,Michigan State,5.11,5.22,17.7,1.38,7.7,22.0,522.0,1006.0,0.519,75.5,0.456,0.348,0.749,1986,11.3,29.9,41.2,12
161,5,7,1,Washington,12,0,0,35,1986,Washington,6.29,6.96,12.6,0.84,7.0,21.0,480.0,941.0,0.51,69.9,0.441,0.331,0.713,1986,8.7,26.5,35.2,5
162,4,9,1,Georgetown,4,1,1,36,1986,Georgetown,4.26,6.15,15.1,1.12,6.2,18.0,548.0,1139.0,0.481,75.8,0.441,0.345,0.776,1986,12.1,26.9,39.0,13
163,4,9,1,Texas Tech,13,0,0,37,1986,Texas Tech,4.11,8.0,15.8,1.15,7.3,20.0,492.0,950.0,0.518,73.7,0.461,0.361,0.754,1986,9.0,24.7,33.7,4
164,6,5,1,NC State,6,1,1,38,1986,NC State,4.52,7.44,13.1,1.1,7.1,22.0,549.0,1068.0,0.514,74.3,0.446,0.324,0.707,1986,10.6,25.7,36.3,11
165,6,5,1,Iowa,11,0,0,39,1986,Iowa,3.7,6.48,17.3,1.43,7.9,23.0,527.0,1019.0,0.517,78.5,0.455,0.351,0.741,1986,11.4,26.0,37.5,6
166,14,11,2,Notre Dame,3,0,1,40,1986,Notre Dame,3.96,5.63,16.9,1.75,9.9,28.0,457.0,929.0,0.492,75.0,0.426,0.347,0.735,1986,10.3,27.5,37.8,14
167,14,11,2,Little Rock,14,1,0,41,1986,Little Rock,3.61,7.04,14.8,0.93,6.0,17.0,533.0,1003.0,0.531,72.5,0.47,0.344,0.71,1986,10.0,25.5,35.5,3
168,7,3,1,Iowa State,7,1,1,42,1986,Iowa State,4.37,7.59,14.5,1.12,7.4,23.0,519.0,1013.0,0.512,73.1,0.441,0.324,0.735,1986,10.2,24.3,34.4,10
169,7,3,1,Miami (OH),10,0,0,43,1986,Miami (OH),2.48,5.16,12.4,1.09,8.5,25.0,428.0,887.0,0.483,71.0,0.423,0.34,0.71,1986,9.6,25.6,35.2,7
170,2,13,1,Michigan,2,1,1,44,1986,Michigan,4.63,5.37,15.0,1.37,8.3,24.0,526.0,982.0,0.536,75.4,0.46,0.345,0.717,1986,9.1,28.0,37.0,15
171,2,13,1,Akron,15,0,0,45,1986,Akron,3.12,4.96,13.4,1.01,9.3,25.0,425.0,846.0,0.502,76.2,0.445,0.37,0.769,1986,10.0,28.2,38.2,2
172,1,8,1,Kansas,1,1,1,46,1986,Kansas,4.93,7.71,14.4,1.13,6.7,19.0,591.0,1066.0,0.554,75.3,0.487,0.352,0.67,1986,10.4,28.1,38.5,9
173,1,8,1,Temple,9,0,0,47,1986,Temple,2.96,8.0,14.0,1.07,6.7,21.0,481.0,1055.0,0.456,69.5,0.409,0.32,0.682,1986,9.7,28.2,37.9,1
174,5,1,2,Michigan State,5,1,0,48,1986,Michigan State,5.11,5.22,17.7,1.38,7.7,22.0,522.0,1006.0,0.519,75.5,0.456,0.348,0.749,1986,11.3,29.9,41.2,4
175,5,1,2,Georgetown,4,0,1,49,1986,Georgetown,4.26,6.15,15.1,1.12,6.2,18.0,548.0,1139.0,0.481,75.8,0.441,0.345,0.776,1986,12.1,26.9,39.0,5
176,6,8,1,NC State,6,1,1,50,1986,NC State,4.52,7.44,13.1,1.1,7.1,22.0,549.0,1068.0,0.514,74.3,0.446,0.324,0.707,1986,10.6,25.7,36.3,14
177,6,8,1,Little Rock,14,0,0,51,1986,Little Rock,3.61,7.04,14.8,0.93,6.0,17.0,533.0,1003.0,0.531,72.5,0.47,0.344,0.71,1986,10.0,25.5,35.5,6
178,7,5,2,Iowa State,7,1,0,52,1986,Iowa State,4.37,7.59,14.5,1.12,7.4,23.0,519.0,1013.0,0.512,73.1,0.441,0.324,0.735,1986,10.2,24.3,34.4,2
179,7,5,2,Michigan,2,0,1,53,1986,Michigan,4.63,5.37,15.0,1.37,8.3,24.0,526.0,982.0,0.536,75.4,0.46,0.345,0.717,1986,9.1,28.0,37.0,7
180,1,4,1,Kansas,1,1,1,54,1986,Kansas,4.93,7.71,14.4,1.13,6.7,19.0,591.0,1066.0,0.554,75.3,0.487,0.352,0.67,1986,10.4,28.1,38.5,5
181,1,4,1,Michigan State,5,0,0,55,1986,Michigan State,5.11,5.22,17.7,1.38,7.7,22.0,522.0,1006.0,0.519,75.5,0.456,0.348,0.749,1986,11.3,29.9,41.2,1
182,6,1,1,NC State,6,1,1,56,1986,NC State,4.52,7.44,13.1,1.1,7.1,22.0,549.0,1068.0,0.514,74.3,0.446,0.324,0.707,1986,10.6,25.7,36.3,7
183,6,1,1,Iowa State,7,0,0,57,1986,Iowa State,4.37,7.59,14.5,1.12,7.4,23.0,519.0,1013.0,0.512,73.1,0.441,0.324,0.735,1986,10.2,24.3,34.4,6
184,1,5,1,Kansas,1,1,1,58,1986,Kansas,4.93,7.71,14.4,1.13,6.7,19.0,591.0,1066.0,0.554,75.3,0.487,0.352,0.67,1986,10.4,28.1,38.5,6
185,1,5,1,NC State,6,0,0,59,1986,NC State,4.52,7.44,13.1,1.1,7.1,22.0,549.0,1068.0,0.514,74.3,0.446,0.324,0.707,1986,10.6,25.7,36.3,1
186,1,15,1,Kentucky,1,1,1,60,1986,Kentucky,5.26,5.19,13.7,1.09,4.8,15.0,567.0,1115.0,0.509,74.9,0.461,0.327,0.791,1986,9.7,27.7,37.4,16
187,1,15,1,Davidson,16,0,0,61,1986,Davidson,2.81,5.54,14.3,1.27,9.3,25.0,421.0,805.0,0.523,73.2,0.453,0.368,0.763,1986,8.0,25.9,33.9,1
188,8,1,1,Western Kentucky,8,1,1,62,1986,Western Kentucky,4.15,6.56,11.1,0.91,6.8,20.0,510.0,969.0,0.526,75.5,0.456,0.333,0.786,1986,8.3,25.4,33.7,9
189,8,1,1,Nebraska,9,0,0,63,1986,Nebraska,2.41,6.7,14.3,1.27,8.2,25.0,475.0,1001.0,0.475,70.7,0.413,0.324,0.605,1986,8.8,26.2,35.0,8
190,5,7,1,Alabama,5,1,1,64,1986,Alabama,4.63,6.33,14.7,0.97,11.0,31.0,465.0,882.0,0.527,83.3,0.443,0.355,0.696,1986,11.5,28.5,40.0,12
191,5,7,1,Xavier,12,0,0,65,1986,Xavier,3.63,5.74,14.4,1.05,6.3,21.0,531.0,1068.0,0.497,70.6,0.431,0.305,0.655,1986,12.0,27.9,39.9,5
192,4,9,1,Illinois,4,1,1,66,1986,Illinois,2.78,4.93,13.1,1.04,5.6,18.0,557.0,1120.0,0.497,72.5,0.44,0.309,0.726,1986,13.0,27.3,40.4,13
193,4,9,1,Fairfield,13,0,0,67,1986,Fairfield,2.89,5.15,9.0,0.65,4.6,15.0,443.0,1015.0,0.436,59.0,0.396,0.297,0.7,1986,10.3,24.3,34.6,4
194,11,5,2,Purdue,6,0,1,68,1986,Purdue,3.43,6.46,13.5,1.18,7.4,22.0,506.0,1077.0,0.47,68.3,0.424,0.342,0.67,1986,12.5,23.9,36.4,11
195,11,5,2,LSU,11,1,0,69,1986,LSU,4.15,6.52,12.9,0.98,6.4,20.0,599.0,1092.0,0.549,80.8,0.472,0.319,0.773,1986,12.5,27.6,40.1,6
196,3,11,1,Memphis,3,1,1,70,1986,Memphis,6.07,8.15,14.1,0.86,6.6,20.0,514.0,1014.0,0.507,73.3,0.448,0.336,0.671,1986,10.4,29.1,39.5,14
197,3,11,1,Ball State,14,0,0,71,1986,Ball State,3.48,6.81,13.7,1.06,9.1,27.0,411.0,811.0,0.507,68.9,0.426,0.336,0.67,1986,9.0,26.7,35.7,3
198,10,3,2,Virginia Tech,7,0,1,72,1986,Virginia Tech,3.0,5.89,15.0,1.55,9.8,28.0,420.0,863.0,0.487,70.6,0.425,0.354,0.709,1986,8.0,27.0,35.0,10
199,10,3,2,Villanova,10,1,0,73,1986,Villanova,2.74,5.85,14.9,1.39,9.9,27.0,436.0,859.0,0.508,73.9,0.441,0.364,0.778,1986,9.1,27.0,36.0,7
200,2,13,1,Georgia Tech,2,1,1,74,1986,Georgia Tech,4.56,6.78,13.7,0.86,5.1,17.0,547.0,1058.0,0.517,68.8,0.453,0.304,0.667,1986,9.4,26.2,35.6,15
201,2,13,1,Marist,15,0,0,75,1986,Marist,3.12,6.56,10.5,0.75,7.6,22.0,348.0,834.0,0.417,61.4,0.388,0.345,0.65,1986,9.5,25.1,34.6,2
202,1,7,1,Kentucky,1,1,1,76,1986,Kentucky,5.26,5.19,13.7,1.09,4.8,15.0,567.0,1115.0,0.509,74.9,0.461,0.327,0.791,1986,9.7,27.7,37.4,8
203,1,7,1,Western Kentucky,8,0,0,77,1986,Western Kentucky,4.15,6.56,11.1,0.91,6.8,20.0,510.0,969.0,0.526,75.5,0.456,0.333,0.786,1986,8.3,25.4,33.7,1
204,5,1,2,Alabama,5,1,0,78,1986,Alabama,4.63,6.33,14.7,0.97,11.0,31.0,465.0,882.0,0.527,83.3,0.443,0.355,0.696,1986,11.5,28.5,40.0,4
205,5,1,2,Illinois,4,0,1,79,1986,Illinois,2.78,4.93,13.1,1.04,5.6,18.0,557.0,1120.0,0.497,72.5,0.44,0.309,0.726,1986,13.0,27.3,40.4,5
206,11,8,2,LSU,11,1,0,80,1986,LSU,4.15,6.52,12.9,0.98,6.4,20.0,599.0,1092.0,0.549,80.8,0.472,0.319,0.773,1986,12.5,27.6,40.1,3
207,11,8,2,Memphis,3,0,1,81,1986,Memphis,6.07,8.15,14.1,0.86,6.6,20.0,514.0,1014.0,0.507,73.3,0.448,0.336,0.671,1986,10.4,29.1,39.5,11
208,2,8,1,Villanova,10,0,0,82,1986,Villanova,2.74,5.85,14.9,1.39,9.9,27.0,436.0,859.0,0.508,73.9,0.441,0.364,0.778,1986,9.1,27.0,36.0,2
209,2,8,1,Georgia Tech,2,1,1,83,1986,Georgia Tech,4.56,6.78,13.7,0.86,5.1,17.0,547.0,1058.0,0.517,68.8,0.453,0.304,0.667,1986,9.4,26.2,35.6,10
210,1,4,1,Kentucky,1,1,1,84,1986,Kentucky,5.26,5.19,13.7,1.09,4.8,15.0,567.0,1115.0,0.509,74.9,0.461,0.327,0.791,1986,9.7,27.7,37.4,5
211,1,4,1,Alabama,5,0,0,85,1986,Alabama,4.63,6.33,14.7,0.97,11.0,31.0,465.0,882.0,0.527,83.3,0.443,0.355,0.696,1986,11.5,28.5,40.0,1
212,11,9,2,LSU,11,1,0,86,1986,LSU,4.15,6.52,12.9,0.98,6.4,20.0,599.0,1092.0,0.549,80.8,0.472,0.319,0.773,1986,12.5,27.6,40.1,2
213,11,9,2,Georgia Tech,2,0,1,87,1986,Georgia Tech,4.56,6.78,13.7,0.86,5.1,17.0,547.0,1058.0,0.517,68.8,0.453,0.304,0.667,1986,9.4,26.2,35.6,11
214,11,10,2,Kentucky,1,0,1,88,1986,Kentucky,5.26,5.19,13.7,1.09,4.8,15.0,567.0,1115.0,0.509,74.9,0.461,0.327,0.791,1986,9.7,27.7,37.4,11
215,11,10,2,LSU,11,1,0,89,1986,LSU,4.15,6.52,12.9,0.98,6.4,20.0,599.0,1092.0,0.549,80.8,0.472,0.319,0.773,1986,12.5,27.6,40.1,1
216,1,15,1,St. John's (NY),1,1,1,90,1986,St. John's,4.22,10.15,14.6,1.24,6.4,21.0,559.0,1235.0,0.453,74.7,0.407,0.307,0.711,1986,13.0,26.5,39.4,16
217,1,15,1,Montana State,16,0,0,91,1986,Montana State,2.19,5.74,11.4,0.82,5.8,18.0,484.0,962.0,0.503,67.3,0.444,0.326,0.75,1986,7.6,27.7,35.3,1
218,8,1,1,Auburn,8,1,1,92,1986,Auburn,4.89,6.56,12.8,0.99,8.0,26.0,493.0,926.0,0.532,78.7,0.432,0.301,0.673,1986,14.0,27.5,41.5,9
219,8,1,1,Arizona,9,0,0,93,1986,Arizona,3.85,6.67,15.6,1.37,7.3,20.0,537.0,1060.0,0.507,78.1,0.456,0.359,0.732,1986,10.7,26.8,37.5,8
220,5,7,1,Maryland,5,1,1,94,1986,Maryland,4.41,4.67,13.3,1.13,7.9,25.0,431.0,874.0,0.493,71.7,0.418,0.319,0.747,1986,11.2,27.5,38.7,12
221,5,7,1,Pepperdine,12,0,0,95,1986,Pepperdine,3.59,6.38,14.8,1.17,7.9,23.0,530.0,1089.0,0.487,76.2,0.435,0.35,0.795,1986,9.7,24.3,34.0,5
222,4,9,1,UNLV,4,1,1,96,1986,UNLV,2.79,6.24,12.4,0.92,7.4,24.0,517.0,1021.0,0.506,71.7,0.43,0.315,0.706,1986,12.5,26.4,38.9,13
223,4,9,1,Louisiana-Monroe,13,0,0,97,1986,UL Monroe,3.3,4.52,11.6,0.85,6.3,19.0,439.0,933.0,0.471,63.4,0.425,0.339,0.677,1986,8.6,24.6,33.2,4
224,6,5,1,Alabama-Birmingham,6,1,1,98,1986,UAB,2.86,5.86,10.5,0.71,5.3,16.0,531.0,1040.0,0.511,66.5,0.453,0.322,0.695,1986,10.5,26.2,36.6,11
225,6,5,1,Missouri,11,0,0,99,1986,Missouri,3.11,6.85,11.5,0.81,6.9,23.0,426.0,874.0,0.487,67.4,0.413,0.306,0.773,1986,10.6,24.0,34.6,6
226,3,11,1,UNC,3,1,1,100,1986,North Carolina,3.7,5.93,14.4,1.08,5.3,18.0,552.0,1190.0,0.464,70.6,0.413,0.291,0.663,1986,13.9,28.7,42.6,14
227,3,11,1,Utah,14,0,0,101,1986,Utah,2.7,5.78,14.3,1.07,7.0,21.0,474.0,913.0,0.519,70.9,0.447,0.331,0.727,1986,9.7,26.4,36.1,3
228,7,3,1,Bradley,7,1,1,102,1986,Bradley,3.79,4.69,13.5,1.12,6.8,18.0,543.0,1143.0,0.475,71.7,0.443,0.374,0.73,1986,11.2,27.5,38.7,10
229,7,3,1,UTEP,10,0,0,103,1986,UTEP,3.0,6.04,12.4,0.89,6.2,22.0,473.0,918.0,0.515,66.7,0.423,0.285,0.754,1986,8.1,26.4,34.4,7
230,2,13,1,Louisville,2,1,1,104,1986,Louisville,2.76,5.07,14.0,1.16,8.3,22.0,525.0,1045.0,0.502,75.0,0.456,0.379,0.732,1986,11.0,27.9,38.8,15
231,2,13,1,Drexel,15,0,0,105,1986,Drexel,2.97,5.79,14.8,1.01,7.4,21.0,512.0,1030.0,0.497,69.4,0.445,0.357,0.705,1986,10.4,24.8,35.2,2
232,8,7,2,St. John's (NY),1,0,1,106,1986,St. John's,4.22,10.15,14.6,1.24,6.4,21.0,559.0,1235.0,0.453,74.7,0.407,0.307,0.711,1986,13.0,26.5,39.4,8
233,8,7,2,Auburn,8,1,0,107,1986,Auburn,4.89,6.56,12.8,0.99,8.0,26.0,493.0,926.0,0.532,78.7,0.432,0.301,0.673,1986,14.0,27.5,41.5,1
234,4,1,1,Maryland,5,0,0,108,1986,Maryland,4.41,4.67,13.3,1.13,7.9,25.0,431.0,874.0,0.493,71.7,0.418,0.319,0.747,1986,11.2,27.5,38.7,4
235,4,1,1,UNLV,4,1,1,109,1986,UNLV,2.79,6.24,12.4,0.92,7.4,24.0,517.0,1021.0,0.506,71.7,0.43,0.315,0.706,1986,12.5,26.4,38.9,5
236,3,3,1,Alabama-Birmingham,6,0,0,110,1986,UAB,2.86,5.86,10.5,0.71,5.3,16.0,531.0,1040.0,0.511,66.5,0.453,0.322,0.695,1986,10.5,26.2,36.6,3
237,3,3,1,UNC,3,1,1,111,1986,North Carolina,3.7,5.93,14.4,1.08,5.3,18.0,552.0,1190.0,0.464,70.6,0.413,0.291,0.663,1986,13.9,28.7,42.6,6
238,2,5,1,Bradley,7,0,0,112,1986,Bradley,3.79,4.69,13.5,1.12,6.8,18.0,543.0,1143.0,0.475,71.7,0.443,0.374,0.73,1986,11.2,27.5,38.7,2
239,2,5,1,Louisville,2,1,1,113,1986,Louisville,2.76,5.07,14.0,1.16,8.3,22.0,525.0,1045.0,0.502,75.0,0.456,0.379,0.732,1986,11.0,27.9,38.8,7
240,8,4,2,Auburn,8,1,0,114,1986,Auburn,4.89,6.56,12.8,0.99,8.0,26.0,493.0,926.0,0.532,78.7,0.432,0.301,0.673,1986,14.0,27.5,41.5,4
241,8,4,2,UNLV,4,0,1,115,1986,UNLV,2.79,6.24,12.4,0.92,7.4,24.0,517.0,1021.0,0.506,71.7,0.43,0.315,0.706,1986,12.5,26.4,38.9,8
242,2,1,1,UNC,3,0,0,116,1986,North Carolina,3.7,5.93,14.4,1.08,5.3,18.0,552.0,1190.0,0.464,70.6,0.413,0.291,0.663,1986,13.9,28.7,42.6,2
243,2,1,1,Louisville,2,1,1,117,1986,Louisville,2.76,5.07,14.0,1.16,8.3,22.0,525.0,1045.0,0.502,75.0,0.456,0.379,0.732,1986,11.0,27.9,38.8,3
244,2,6,1,Auburn,8,0,0,118,1986,Auburn,4.89,6.56,12.8,0.99,8.0,26.0,493.0,926.0,0.532,78.7,0.432,0.301,0.673,1986,14.0,27.5,41.5,2
245,2,6,1,Louisville,2,1,1,119,1986,Louisville,2.76,5.07,14.0,1.16,8.3,22.0,525.0,1045.0,0.502,75.0,0.456,0.379,0.732,1986,11.0,27.9,38.8,8
246,2,9,1,Louisville,2,1,1,120,1986,Louisville,2.76,5.07,14.0,1.16,8.3,22.0,525.0,1045.0,0.502,75.0,0.456,0.379,0.732,1986,11.0,27.9,38.8,11
247,2,9,1,LSU,11,0,0,121,1986,LSU,4.15,6.52,12.9,0.98,6.4,20.0,599.0,1092.0,0.549,80.8,0.472,0.319,0.773,1986,12.5,27.6,40.1,2
248,1,0,0,Kansas,1,9999,9999,122,1986,Kansas,4.93,7.71,14.4,1.13,6.7,19.0,591.0,1066.0,0.554,75.3,0.487,0.352,0.67,1986,10.4,28.1,38.5,1
249,1,0,0,Duke,1,9999,9999,123,1986,Duke,5.96,8.48,15.8,1.19,7.1,20.0,623.0,1166.0,0.534,82.6,0.477,0.355,0.695,1986,12.8,27.5,40.3,1
250,2,1,2,Louisville,2,1,0,124,1986,Louisville,2.76,5.07,14.0,1.16,8.3,22.0,525.0,1045.0,0.502,75.0,0.456,0.379,0.732,1986,11.0,27.9,38.8,1
251,2,1,2,Duke,1,0,1,125,1986,Duke,5.96,8.48,15.8,1.19,7.1,20.0,623.0,1166.0,0.534,82.6,0.477,0.355,0.695,1986,12.8,27.5,40.3,2
252,1,15,1,UNC,1,1,1,0,1987,North Carolina,3.7,5.93,14.4,1.08,5.3,18.0,552.0,1190.0,0.464,70.6,0.413,0.291,0.663,1987,13.9,28.7,42.6,16
253,1,15,1,Penn,16,0,0,1,1987,Pennsylvania,3.26,5.7,14.8,1.18,8.6,27.0,425.0,770.0,0.552,73.1,0.45,0.321,0.681,1987,8.2,27.9,36.1,1
254,9,1,2,Navy,8,0,1,2,1987,Navy,1.63,5.41,11.3,0.93,6.5,21.0,430.0,894.0,0.481,63.8,0.411,0.303,0.698,1987,11.7,23.7,35.5,9
255,9,1,2,Michigan,9,1,0,3,1987,Michigan,4.63,5.37,15.0,1.37,8.3,24.0,526.0,982.0,0.536,75.4,0.46,0.345,0.717,1987,9.1,28.0,37.0,8
256,5,7,1,Notre Dame,5,1,1,4,1987,Notre Dame,3.96,5.63,16.9,1.75,9.9,28.0,457.0,929.0,0.492,75.0,0.426,0.347,0.735,1987,10.3,27.5,37.8,12
257,5,7,1,Middle Tennessee,12,0,0,5,1987,Middle Tennessee,3.04,6.79,12.9,0.94,8.3,25.0,480.0,995.0,0.482,71.6,0.423,0.338,0.668,1987,10.9,24.2,35.1,5
258,4,9,1,TCU,4,1,1,6,1987,TCU,5.07,7.0,14.7,1.03,8.3,25.0,421.0,865.0,0.487,65.5,0.422,0.337,0.637,1987,11.6,23.9,35.4,13
259,4,9,1,Marshall,13,0,0,7,1987,Marshall,6.04,8.43,13.5,0.9,7.4,25.0,572.0,1085.0,0.527,74.5,0.439,0.301,0.648,1987,11.4,27.2,38.5,4
260,6,5,1,Florida,6,1,1,8,1987,Florida,3.93,6.0,11.5,0.94,7.1,21.0,492.0,954.0,0.516,72.3,0.451,0.342,0.728,1987,10.4,25.3,35.7,11
261,6,5,1,NC State,11,0,0,9,1987,NC State,4.52,7.44,13.1,1.1,7.1,22.0,549.0,1068.0,0.514,74.3,0.446,0.324,0.707,1987,10.6,25.7,36.3,6
262,3,11,1,Purdue,3,1,1,10,1987,Purdue,3.43,6.46,13.5,1.18,7.4,22.0,506.0,1077.0,0.47,68.3,0.424,0.342,0.67,1987,12.5,23.9,36.4,14
263,3,11,1,Northeastern,14,0,0,11,1987,Northeastern,1.61,8.04,12.9,1.04,7.9,22.0,502.0,930.0,0.54,71.3,0.472,0.368,0.798,1987,7.3,24.0,31.3,3
264,10,3,2,West Virginia,7,0,1,12,1987,West Virginia,3.61,7.79,12.4,0.84,5.1,18.0,557.0,1159.0,0.481,70.1,0.424,0.289,0.637,1987,15.0,25.4,40.4,10
265,10,3,2,Western Kentucky,10,1,0,13,1987,Western Kentucky,4.15,6.56,11.1,0.91,6.8,20.0,510.0,969.0,0.526,75.5,0.456,0.333,0.786,1987,8.3,25.4,33.7,7
266,2,13,1,Syracuse,2,1,1,14,1987,Syracuse,4.41,7.3,14.2,1.23,8.4,25.0,453.0,890.0,0.509,74.0,0.435,0.337,0.743,1987,10.2,25.3,35.5,15
267,2,13,1,Georgia Southern,15,0,0,15,1987,Georgia Southern,3.97,7.9,12.1,0.96,8.2,25.0,523.0,1021.0,0.512,75.1,0.435,0.326,0.68,1987,9.9,25.7,35.5,2
268,1,8,1,UNC,1,1,1,16,1987,North Carolina,3.7,5.93,14.4,1.08,5.3,18.0,552.0,1190.0,0.464,70.6,0.413,0.291,0.663,1987,13.9,28.7,42.6,9
269,1,8,1,Michigan,9,0,0,17,1987,Michigan,4.63,5.37,15.0,1.37,8.3,24.0,526.0,982.0,0.536,75.4,0.46,0.345,0.717,1987,9.1,28.0,37.0,1
270,5,1,2,Notre Dame,5,1,0,18,1987,Notre Dame,3.96,5.63,16.9,1.75,9.9,28.0,457.0,929.0,0.492,75.0,0.426,0.347,0.735,1987,10.3,27.5,37.8,4
271,5,1,2,TCU,4,0,1,19,1987,TCU,5.07,7.0,14.7,1.03,8.3,25.0,421.0,865.0,0.487,65.5,0.422,0.337,0.637,1987,11.6,23.9,35.4,5
