,Unnamed: 0,winner,point_difference,result,name_x,team_seed,win,higher_or_lower_seed,index,year_x,Name,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,year_y,ORPG,DRPG,RPG,other_team_seed,names_for_merging_sr,index_everything,name_y,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,year_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted,round
807,807,3,8,1,Oregon,3,1,1,51,2017,Oregon,6.65,6.5,16.4,1.42,8.6,23.0,662.0,1209.0,0.5479999999999999,79.1,0.481,0.378,0.711,2017,10.4,25.9,36.4,11,Oregon,807,Oregon,20.8,8.38,68.8,114.2,0.5539999999999999,2017,12.88,4.62,67.4,108.8,0.507,7.92,3.7600000000000007,1.3999999999999917,5.400000000000006,0.047000000000000035,2
808,808,7,5,2,Michigan,7,1,0,52,2017,Michigan,2.77,5.94,13.8,1.46,9.4,25.0,592.0,1045.0,0.5670000000000001,74.8,0.483,0.381,0.775,2017,7.5,21.9,29.4,2,Michigan,808,Michigan,18.8,10.17,63.8,116.5,0.57,2017,22.47,11.15,68.5,112.0,0.514,-3.669999999999998,-0.9800000000000004,-4.700000000000003,4.5,0.05599999999999994,2
809,809,7,5,2,Louisville,2,0,1,53,2017,Louisville,5.47,6.75,13.6,1.22,7.1,20.0,665.0,1325.0,0.502,77.5,0.455,0.358,0.685,2017,13.3,26.4,39.7,7,Louisville,809,Louisville,22.47,11.15,68.5,112.0,0.514,2017,18.8,10.17,63.8,116.5,0.57,3.669999999999998,0.9800000000000004,4.700000000000003,-4.5,-0.05599999999999994,2
810,810,1,3,1,Kansas,1,1,1,54,2017,Kansas,4.69,6.94,16.3,1.24,8.7,22.0,667.0,1254.0,0.532,82.7,0.487,0.405,0.6659999999999999,2017,12.0,26.8,38.8,4,Kansas,810,Kansas,23.53,12.23,71.4,115.4,0.561,2017,20.13,8.79,70.0,112.6,0.557,3.4000000000000017,3.4400000000000013,1.4000000000000057,2.800000000000012,0.0040000000000000036,3
811,811,1,3,1,Purdue,4,0,0,55,2017,Purdue,2.5,5.22,18.2,1.39,9.0,22.0,606.0,1155.0,0.525,80.1,0.48,0.406,0.764,2017,9.8,28.1,37.9,1,Purdue,811,Purdue,20.13,8.79,70.0,112.6,0.557,2017,23.53,12.23,71.4,115.4,0.561,-3.4000000000000017,-3.4400000000000013,-1.4000000000000057,-2.800000000000012,-0.0040000000000000036,3
812,812,3,4,1,Oregon,3,1,1,56,2017,Oregon,6.65,6.5,16.4,1.42,8.6,23.0,662.0,1209.0,0.5479999999999999,79.1,0.481,0.378,0.711,2017,10.4,25.9,36.4,7,Oregon,812,Oregon,20.8,8.38,68.8,114.2,0.5539999999999999,2017,18.8,10.17,63.8,116.5,0.57,2.0,-1.7899999999999991,5.0,-2.299999999999997,-0.015999999999999903,3
813,813,3,4,1,Michigan,7,0,0,57,2017,Michigan,2.77,5.94,13.8,1.46,9.4,25.0,592.0,1045.0,0.5670000000000001,74.8,0.483,0.381,0.775,2017,7.5,21.9,29.4,3,Michigan,813,Michigan,18.8,10.17,63.8,116.5,0.57,2017,20.8,8.38,68.8,114.2,0.5539999999999999,-2.0,1.7899999999999991,-5.0,2.299999999999997,0.015999999999999903,3
814,814,3,2,2,Kansas,1,0,1,58,2017,Kansas,4.69,6.94,16.3,1.24,8.7,22.0,667.0,1254.0,0.532,82.7,0.487,0.405,0.6659999999999999,2017,12.0,26.8,38.8,3,Kansas,814,Kansas,23.53,12.23,71.4,115.4,0.561,2017,20.8,8.38,68.8,114.2,0.5539999999999999,2.7300000000000004,3.85,2.6000000000000085,1.2000000000000028,0.007000000000000006,4
815,815,3,2,2,Oregon,3,1,0,59,2017,Oregon,6.65,6.5,16.4,1.42,8.6,23.0,662.0,1209.0,0.5479999999999999,79.1,0.481,0.378,0.711,2017,10.4,25.9,36.4,1,Oregon,815,Oregon,20.8,8.38,68.8,114.2,0.5539999999999999,2017,23.53,12.23,71.4,115.4,0.561,-2.7300000000000004,-3.85,-2.6000000000000085,-1.2000000000000028,-0.007000000000000006,4
816,816,1,15,1,UNC,1,1,1,60,2017,North Carolina,3.24,6.94,18.2,1.53,7.2,20.0,809.0,1567.0,0.516,84.9,0.471,0.366,0.705,2017,15.8,27.7,43.5,16,North Carolina,816,North Carolina,24.84,11.76,72.6,116.0,0.519,2017,-6.41,-7.81,69.7,105.5,0.48100000000000004,31.25,19.57,2.8999999999999915,10.5,0.038000000000000034,1
817,817,1,15,1,Texas Southern,16,0,0,61,2017,Texas Southern,3.15,7.21,11.8,1.02,5.8,20.0,646.0,1289.0,0.501,74.4,0.431,0.29600000000000004,0.7340000000000001,2017,11.6,23.6,35.3,1,Texas Southern,817,Texas Southern,-6.41,-7.81,69.7,105.5,0.48100000000000004,2017,24.84,11.76,72.6,116.0,0.519,-31.25,-19.57,-2.8999999999999915,-10.5,-0.038000000000000034,1
818,818,8,1,1,Arkansas,8,1,1,62,2017,Arkansas,4.74,7.53,14.1,1.2,6.5,18.0,721.0,1436.0,0.502,79.8,0.461,0.364,0.762,2017,11.3,24.9,36.3,9,Arkansas,818,Arkansas,14.04,8.6,71.7,110.7,0.514,2017,12.1,9.25,69.0,104.9,0.499,1.9399999999999995,-0.6500000000000004,2.700000000000003,5.799999999999998,0.015000000000000013,1
819,819,8,1,1,Seton Hall,9,0,0,63,2017,Seton Hall,2.47,6.94,12.3,0.91,6.1,18.0,650.0,1299.0,0.5,73.3,0.45,0.338,0.643,2017,13.1,26.5,39.6,8,Seton Hall,819,Seton Hall,12.1,9.25,69.0,104.9,0.499,2017,14.04,8.6,71.7,110.7,0.514,-1.9399999999999995,0.6500000000000004,-2.700000000000003,-5.799999999999998,-0.015000000000000013,1
820,820,12,7,2,Minnesota,5,0,1,64,2017,Minnesota,6.79,5.73,14.9,1.28,6.2,18.0,660.0,1396.0,0.473,75.3,0.435,0.345,0.7070000000000001,2017,11.3,28.6,39.9,12,Minnesota,820,Minnesota,14.56,8.82,70.3,104.6,0.48700000000000004,2017,9.8,-0.48,66.4,112.4,0.5429999999999999,4.76,9.3,3.899999999999992,-7.800000000000012,-0.05600000000000005,1
821,821,12,7,2,Middle Tennessee,12,1,0,65,2017,Middle Tennessee,2.85,6.85,15.3,1.47,6.4,17.0,744.0,1372.0,0.542,75.0,0.49,0.368,0.698,2017,9.9,25.6,35.5,5,Middle Tennessee,821,Middle Tennessee,9.8,-0.48,66.4,112.4,0.5429999999999999,2017,14.56,8.82,70.3,104.6,0.48700000000000004,-4.76,-9.3,-3.899999999999992,7.800000000000012,0.05600000000000005,1
822,822,4,9,1,Butler,4,1,1,66,2017,Butler,2.81,6.23,13.2,1.3,7.6,21.0,594.0,1088.0,0.546,76.3,0.478,0.363,0.74,2017,8.8,23.3,32.0,13,Butler,822,Butler,17.7,10.23,67.3,112.6,0.546,2017,1.34,-6.12,71.5,108.3,0.535,16.36,16.35,-4.200000000000003,4.299999999999997,0.01100000000000001,1
823,823,4,9,1,Winthrop,13,0,0,67,2017,Winthrop,5.25,6.56,12.8,0.98,9.5,25.0,562.0,1081.0,0.52,79.7,0.457,0.373,0.72,2017,9.8,27.6,37.4,4,Winthrop,823,Winthrop,1.34,-6.12,71.5,108.3,0.535,2017,17.7,10.23,67.3,112.6,0.546,-16.36,-16.35,4.200000000000003,-4.299999999999997,-0.01100000000000001,1
824,824,6,5,1,Cincinnati,6,1,1,68,2017,Cincinnati,5.09,7.47,15.8,1.58,7.4,22.0,664.0,1282.0,0.518,74.5,0.454,0.343,0.6829999999999999,2017,12.4,24.8,37.2,11,Cincinnati,824,Cincinnati,18.43,5.49,65.1,113.3,0.52,2017,14.8,10.48,67.5,106.4,0.527,3.629999999999999,-4.99,-2.4000000000000057,6.899999999999992,-0.007000000000000006,1
825,825,6,5,1,Kansas State,11,0,0,69,2017,Kansas State,3.79,7.82,15.0,1.15,7.1,20.0,583.0,1133.0,0.515,71.7,0.458,0.361,0.6890000000000001,2017,9.5,23.2,32.8,6,Kansas State,825,Kansas State,14.8,10.48,67.5,106.4,0.527,2017,18.43,5.49,65.1,113.3,0.52,-3.629999999999999,4.99,2.4000000000000057,-6.899999999999992,0.007000000000000006,1
826,826,3,11,1,UCLA,3,1,1,70,2017,UCLA,5.39,6.12,21.5,1.86,9.9,24.0,786.0,1337.0,0.588,90.4,0.519,0.405,0.745,2017,9.8,29.5,39.2,14,UCLA,826,UCLA,20.67,6.39,74.2,121.0,0.598,2017,0.88,-1.63,70.7,107.0,0.484,19.790000000000006,8.02,3.5,14.0,0.114,1
827,827,3,11,1,Kent State,14,0,0,71,2017,Kent State,3.86,6.51,12.5,0.96,7.1,22.0,707.0,1451.0,0.487,76.9,0.428,0.318,0.7190000000000001,2017,15.0,25.5,40.5,3,Kent State,827,Kent State,0.88,-1.63,70.7,107.0,0.484,2017,20.67,6.39,74.2,121.0,0.598,-19.790000000000006,-8.02,-3.5,-14.0,-0.114,1
828,828,10,3,2,Dayton,7,0,1,72,2017,Dayton,4.03,7.84,15.8,1.32,8.1,21.0,551.0,1056.0,0.522,76.5,0.47,0.387,0.6890000000000001,2017,8.6,25.8,34.5,10,Dayton,828,Dayton,12.98,4.27,69.4,108.9,0.5379999999999999,2017,21.24,2.96,69.4,116.7,0.5429999999999999,-8.259999999999998,1.3099999999999996,0.0,-7.799999999999998,-0.0050000000000000044,1
829,829,10,3,2,Wichita State,10,1,0,73,2017,Wichita State,3.74,6.85,16.6,1.49,8.7,21.0,653.0,1280.0,0.51,82.1,0.473,0.408,0.7340000000000001,2017,11.9,28.9,40.8,7,Wichita State,829,Wichita State,21.24,2.96,69.4,116.7,0.5429999999999999,2017,12.98,4.27,69.4,108.9,0.5379999999999999,8.259999999999998,-1.3099999999999996,0.0,7.799999999999998,0.0050000000000000044,1
830,830,2,13,1,Kentucky,2,1,1,74,2017,Kentucky,5.29,6.06,15.5,1.29,7.1,20.0,786.0,1473.0,0.534,85.9,0.477,0.353,0.701,2017,12.6,27.6,40.2,15,Kentucky,830,Kentucky,23.88,10.49,74.3,113.8,0.529,2017,-0.17,-2.84,70.8,107.3,0.529,24.05,13.33,3.5,6.5,0.0,1
831,831,2,13,1,Northern Kentucky,15,0,0,75,2017,Northern Kentucky,2.79,5.71,14.0,1.03,8.6,24.0,610.0,1137.0,0.536,76.1,0.459,0.353,0.6759999999999999,2017,11.1,26.5,37.6,2,Northern Kentucky,831,Northern Kentucky,-0.17,-2.84,70.8,107.3,0.529,2017,23.88,10.49,74.3,113.8,0.529,-24.05,-13.33,-3.5,-6.5,0.0,1
832,832,1,7,1,UNC,1,1,1,76,2017,North Carolina,3.24,6.94,18.2,1.53,7.2,20.0,809.0,1567.0,0.516,84.9,0.471,0.366,0.705,2017,15.8,27.7,43.5,8,North Carolina,832,North Carolina,24.84,11.76,72.6,116.0,0.519,2017,14.04,8.6,71.7,110.7,0.514,10.8,3.16,0.8999999999999915,5.299999999999997,0.0050000000000000044,2
833,833,1,7,1,Arkansas,8,0,0,77,2017,Arkansas,4.74,7.53,14.1,1.2,6.5,18.0,721.0,1436.0,0.502,79.8,0.461,0.364,0.762,2017,11.3,24.9,36.3,1,Arkansas,833,Arkansas,14.04,8.6,71.7,110.7,0.514,2017,24.84,11.76,72.6,116.0,0.519,-10.8,-3.16,-0.8999999999999915,-5.299999999999997,-0.0050000000000000044,2
834,834,4,8,1,Middle Tennessee,12,0,0,78,2017,Middle Tennessee,2.85,6.85,15.3,1.47,6.4,17.0,744.0,1372.0,0.542,75.0,0.49,0.368,0.698,2017,9.9,25.6,35.5,4,Middle Tennessee,834,Middle Tennessee,9.8,-0.48,66.4,112.4,0.5429999999999999,2017,17.7,10.23,67.3,112.6,0.546,-7.899999999999999,-10.71,-0.8999999999999915,-0.19999999999998866,-0.003000000000000003,2
835,835,4,8,1,Butler,4,1,1,79,2017,Butler,2.81,6.23,13.2,1.3,7.6,21.0,594.0,1088.0,0.546,76.3,0.478,0.363,0.74,2017,8.8,23.3,32.0,12,Butler,835,Butler,17.7,10.23,67.3,112.6,0.546,2017,9.8,-0.48,66.4,112.4,0.5429999999999999,7.899999999999999,10.71,0.8999999999999915,0.19999999999998866,0.003000000000000003,2
836,836,3,3,1,Cincinnati,6,0,0,80,2017,Cincinnati,5.09,7.47,15.8,1.58,7.4,22.0,664.0,1282.0,0.518,74.5,0.454,0.343,0.6829999999999999,2017,12.4,24.8,37.2,3,Cincinnati,836,Cincinnati,18.43,5.49,65.1,113.3,0.52,2017,20.67,6.39,74.2,121.0,0.598,-2.240000000000002,-0.8999999999999995,-9.100000000000009,-7.700000000000002,-0.07799999999999996,2
837,837,3,3,1,UCLA,3,1,1,81,2017,UCLA,5.39,6.12,21.5,1.86,9.9,24.0,786.0,1337.0,0.588,90.4,0.519,0.405,0.745,2017,9.8,29.5,39.2,6,UCLA,837,UCLA,20.67,6.39,74.2,121.0,0.598,2017,18.43,5.49,65.1,113.3,0.52,2.240000000000002,0.8999999999999995,9.100000000000009,7.700000000000002,0.07799999999999996,2
838,838,2,8,1,Wichita State,10,0,0,82,2017,Wichita State,3.74,6.85,16.6,1.49,8.7,21.0,653.0,1280.0,0.51,82.1,0.473,0.408,0.7340000000000001,2017,11.9,28.9,40.8,2,Wichita State,838,Wichita State,21.24,2.96,69.4,116.7,0.5429999999999999,2017,23.88,10.49,74.3,113.8,0.529,-2.640000000000001,-7.53,-4.899999999999992,2.9000000000000057,0.014000000000000012,2
839,839,2,8,1,Kentucky,2,1,1,83,2017,Kentucky,5.29,6.06,15.5,1.29,7.1,20.0,786.0,1473.0,0.534,85.9,0.477,0.353,0.701,2017,12.6,27.6,40.2,10,Kentucky,839,Kentucky,23.88,10.49,74.3,113.8,0.529,2017,21.24,2.96,69.4,116.7,0.5429999999999999,2.640000000000001,7.53,4.899999999999992,-2.9000000000000057,-0.014000000000000012,2
840,840,1,3,1,UNC,1,1,1,84,2017,North Carolina,3.24,6.94,18.2,1.53,7.2,20.0,809.0,1567.0,0.516,84.9,0.471,0.366,0.705,2017,15.8,27.7,43.5,4,North Carolina,840,North Carolina,24.84,11.76,72.6,116.0,0.519,2017,17.7,10.23,67.3,112.6,0.546,7.1400000000000015,1.5299999999999994,5.299999999999997,3.4000000000000057,-0.027000000000000024,3
841,841,1,3,1,Butler,4,0,0,85,2017,Butler,2.81,6.23,13.2,1.3,7.6,21.0,594.0,1088.0,0.546,76.3,0.478,0.363,0.74,2017,8.8,23.3,32.0,1,Butler,841,Butler,17.7,10.23,67.3,112.6,0.546,2017,24.84,11.76,72.6,116.0,0.519,-7.1400000000000015,-1.5299999999999994,-5.299999999999997,-3.4000000000000057,0.027000000000000024,3
842,842,2,1,1,UCLA,3,0,0,86,2017,UCLA,5.39,6.12,21.5,1.86,9.9,24.0,786.0,1337.0,0.588,90.4,0.519,0.405,0.745,2017,9.8,29.5,39.2,2,UCLA,842,UCLA,20.67,6.39,74.2,121.0,0.598,2017,23.88,10.49,74.3,113.8,0.529,-3.2099999999999973,-4.1000000000000005,-0.09999999999999433,7.200000000000002,0.06899999999999995,3
843,843,2,1,1,Kentucky,2,1,1,87,2017,Kentucky,5.29,6.06,15.5,1.29,7.1,20.0,786.0,1473.0,0.534,85.9,0.477,0.353,0.701,2017,12.6,27.6,40.2,3,Kentucky,843,Kentucky,23.88,10.49,74.3,113.8,0.529,2017,20.67,6.39,74.2,121.0,0.598,3.2099999999999973,4.1000000000000005,0.09999999999999433,-7.200000000000002,-0.06899999999999995,3
844,844,1,1,1,UNC,1,1,1,88,2017,North Carolina,3.24,6.94,18.2,1.53,7.2,20.0,809.0,1567.0,0.516,84.9,0.471,0.366,0.705,2017,15.8,27.7,43.5,2,North Carolina,844,North Carolina,24.84,11.76,72.6,116.0,0.519,2017,23.88,10.49,74.3,113.8,0.529,0.9600000000000009,1.2699999999999996,-1.7000000000000028,2.200000000000003,-0.010000000000000007,4
845,845,1,1,1,Kentucky,2,0,0,89,2017,Kentucky,5.29,6.06,15.5,1.29,7.1,20.0,786.0,1473.0,0.534,85.9,0.477,0.353,0.701,2017,12.6,27.6,40.2,1,Kentucky,845,Kentucky,23.88,10.49,74.3,113.8,0.529,2017,24.84,11.76,72.6,116.0,0.519,-0.9600000000000009,-1.2699999999999996,1.7000000000000028,-2.200000000000003,0.010000000000000007,4
846,846,1,15,1,Gonzaga,1,1,1,90,2017,Gonzaga,4.45,7.15,16.0,1.42,7.3,19.0,761.0,1304.0,0.584,84.6,0.518,0.382,0.738,2017,9.4,30.9,40.3,16,Gonzaga,846,Gonzaga,25.26,4.13,70.9,116.4,0.5670000000000001,2017,-2.3,-0.66,69.2,109.6,0.537,27.56,4.79,1.7000000000000028,6.800000000000012,0.02999999999999992,1
847,847,1,15,1,South Dakota State,16,0,0,91,2017,South Dakota State,2.32,5.21,13.3,1.03,9.2,25.0,550.0,1017.0,0.541,77.6,0.459,0.363,0.7759999999999999,2017,9.0,26.0,35.0,1,South Dakota State,847,South Dakota State,-2.3,-0.66,69.2,109.6,0.537,2017,25.26,4.13,70.9,116.4,0.5670000000000001,-27.56,-4.79,-1.7000000000000028,-6.800000000000012,-0.02999999999999992,1
848,848,8,1,1,Northwestern,8,1,1,92,2017,Northwestern,5.0,5.03,15.3,1.45,7.1,21.0,619.0,1266.0,0.489,71.1,0.436,0.341,0.7509999999999999,2017,10.8,25.4,36.2,9,Northwestern,848,Northwestern,14.02,8.43,66.6,106.8,0.49700000000000005,2017,13.69,10.72,67.1,105.6,0.521,0.3300000000000001,-2.290000000000001,-0.5,1.2000000000000028,-0.024000000000000018,1
849,849,8,1,1,Vanderbilt,9,0,0,93,2017,Vanderbilt,3.76,4.12,13.0,1.05,9.9,26.0,457.0,946.0,0.483,71.3,0.431,0.377,0.7759999999999999,2017,8.2,26.4,34.6,8,Vanderbilt,849,Vanderbilt,13.69,10.72,67.1,105.6,0.521,2017,14.02,8.43,66.6,106.8,0.49700000000000005,-0.3300000000000001,2.290000000000001,0.5,-1.2000000000000028,0.024000000000000018,1
850,850,5,7,1,Notre Dame,5,1,1,94,2017,Notre Dame,3.76,7.18,16.0,1.69,9.4,24.0,617.0,1203.0,0.513,78.0,0.461,0.386,0.799,2017,9.3,24.4,33.8,12,Notre Dame,850,Notre Dame,17.81,9.78,67.7,113.8,0.536,2017,6.57,-1.84,65.2,109.5,0.537,11.239999999999998,11.62,2.5,4.299999999999997,-0.0010000000000000009,1
851,851,5,7,1,Princeton,12,0,0,95,2017,Princeton,3.07,6.83,14.3,1.44,10.0,26.0,460.0,901.0,0.511,72.1,0.452,0.383,0.7340000000000001,2017,8.3,25.1,33.4,5,Princeton,851,Princeton,6.57,-1.84,65.2,109.5,0.537,2017,17.81,9.78,67.7,113.8,0.536,-11.239999999999998,-11.62,-2.5,-4.299999999999997,0.0010000000000000009,1
852,852,4,9,1,West Virginia,4,1,1,96,2017,West Virginia,4.68,10.38,16.7,1.36,7.6,21.0,729.0,1442.0,0.506,82.0,0.458,0.361,0.6779999999999999,2017,14.3,23.0,37.3,13,West Virginia,852,West Virginia,24.45,9.67,71.4,112.2,0.513,2017,5.89,-2.48,70.7,107.9,0.5529999999999999,18.56,12.15,0.7000000000000028,4.299999999999997,-0.040000000000000036,1
853,853,4,9,1,Bucknell,13,0,0,97,2017,Bucknell,3.82,7.18,14.6,1.1,8.1,22.0,638.0,1168.0,0.546,76.1,0.481,0.377,0.679,2017,8.6,25.8,34.4,4,Bucknell,853,Bucknell,5.89,-2.48,70.7,107.9,0.5529999999999999,2017,24.45,9.67,71.4,112.2,0.513,-18.56,-12.15,-0.7000000000000028,-4.299999999999997,0.040000000000000036,1
854,854,11,5,2,Maryland,6,0,1,98,2017,Maryland,4.72,5.41,14.3,1.11,8.3,23.0,540.0,1056.0,0.511,74.2,0.451,0.363,0.698,2017,10.8,25.1,35.9,11,Maryland,854,Maryland,12.79,8.29,68.1,108.1,0.523,2017,14.8,11.51,68.2,109.0,0.519,-2.0100000000000016,-3.2200000000000006,-0.10000000000000853,-0.9000000000000057,0.0040000000000000036,1
855,855,11,5,2,Xavier,11,1,0,99,2017,Xavier,2.68,6.15,14.9,1.16,7.0,21.0,637.0,1226.0,0.52,74.6,0.454,0.34,0.688,2017,12.2,25.4,37.6,6,Xavier,855,Xavier,14.8,11.51,68.2,109.0,0.519,2017,12.79,8.29,68.1,108.1,0.523,2.0100000000000016,3.2200000000000006,0.10000000000000853,0.9000000000000057,-0.0040000000000000036,1
856,856,3,11,1,Florida State,3,1,1,100,2017,Florida State,5.09,7.36,14.7,1.24,6.9,19.0,755.0,1395.0,0.541,82.5,0.483,0.35600000000000004,0.6920000000000001,2017,11.8,25.9,37.7,14,Florida State,856,Florida State,18.87,8.87,72.6,113.1,0.537,2017,2.26,-3.42,69.3,113.8,0.5539999999999999,16.61,12.29,3.299999999999997,-0.7000000000000028,-0.017000000000000015,1
857,857,3,11,1,Florida Gulf Coast,14,0,0,101,2017,Florida Gulf Coast,3.48,6.12,15.4,1.24,6.5,18.0,765.0,1341.0,0.57,79.4,0.502,0.35,0.7020000000000001,2017,11.3,26.4,37.7,3,Florida Gulf Coast,857,Florida Gulf Coast,2.26,-3.42,69.3,113.8,0.5539999999999999,2017,18.87,8.87,72.6,113.1,0.537,-16.61,-12.29,-3.299999999999997,0.7000000000000028,0.017000000000000015,1
858,858,7,3,1,Saint Mary's,7,1,1,102,2017,Saint Mary's,3.19,4.16,16.8,1.59,8.8,22.0,560.0,992.0,0.565,72.0,0.496,0.399,0.748,2017,9.6,26.0,35.6,10,Saint Mary's (CA),858,Saint Mary's (CA),16.75,2.19,61.3,117.6,0.578,2017,11.57,3.77,69.0,106.8,0.51,5.18,-1.58,-7.700000000000002,10.799999999999995,0.06799999999999995,1
859,859,7,3,1,VCU,10,0,0,103,2017,VCU,3.94,7.53,15.3,1.22,5.8,17.0,719.0,1396.0,0.515,74.7,0.461,0.334,0.7070000000000001,2017,11.0,25.6,36.6,7,Virginia Commonwealth,859,Virginia Commonwealth,11.57,3.77,69.0,106.8,0.51,2017,16.75,2.19,61.3,117.6,0.578,-5.18,1.58,7.700000000000002,-10.799999999999995,-0.06799999999999995,1
860,860,2,13,1,Arizona,2,1,1,104,2017,Arizona,3.24,5.5,13.8,1.21,6.7,17.0,662.0,1297.0,0.51,76.3,0.476,0.398,0.758,2017,10.3,26.5,36.8,15,Arizona,860,Arizona,18.25,7.63,67.3,113.8,0.537,2017,-1.83,-5.45,72.9,108.8,0.542,20.08,13.08,-5.6000000000000085,5.0,-0.0050000000000000044,1
861,861,2,13,1,North Dakota,15,0,0,105,2017,North Dakota,2.94,7.9,15.1,1.14,7.0,18.0,676.0,1287.0,0.525,80.5,0.483,0.387,0.718,2017,9.3,26.6,35.9,2,North Dakota,861,North Dakota,-1.83,-5.45,72.9,108.8,0.542,2017,18.25,7.63,67.3,113.8,0.537,-20.08,-13.08,5.6000000000000085,-5.0,0.0050000000000000044,1
862,862,1,7,1,Gonzaga,1,1,1,106,2017,Gonzaga,4.45,7.15,16.0,1.42,7.3,19.0,761.0,1304.0,0.584,84.6,0.518,0.382,0.738,2017,9.4,30.9,40.3,8,Gonzaga,862,Gonzaga,25.26,4.13,70.9,116.4,0.5670000000000001,2017,14.02,8.43,66.6,106.8,0.49700000000000005,11.240000000000002,-4.3,4.300000000000011,9.600000000000009,0.06999999999999995,2
863,863,1,7,1,Northwestern,8,0,0,107,2017,Northwestern,5.0,5.03,15.3,1.45,7.1,21.0,619.0,1266.0,0.489,71.1,0.436,0.341,0.7509999999999999,2017,10.8,25.4,36.2,1,Northwestern,863,Northwestern,14.02,8.43,66.6,106.8,0.49700000000000005,2017,25.26,4.13,70.9,116.4,0.5670000000000001,-11.240000000000002,4.3,-4.300000000000011,-9.600000000000009,-0.06999999999999995,2
864,864,4,1,1,Notre Dame,5,0,0,108,2017,Notre Dame,3.76,7.18,16.0,1.69,9.4,24.0,617.0,1203.0,0.513,78.0,0.461,0.386,0.799,2017,9.3,24.4,33.8,4,Notre Dame,864,Notre Dame,17.81,9.78,67.7,113.8,0.536,2017,24.45,9.67,71.4,112.2,0.513,-6.6400000000000015,0.10999999999999943,-3.700000000000003,1.5999999999999943,0.02300000000000002,2
865,865,4,1,1,West Virginia,4,1,1,109,2017,West Virginia,4.68,10.38,16.7,1.36,7.6,21.0,729.0,1442.0,0.506,82.0,0.458,0.361,0.6779999999999999,2017,14.3,23.0,37.3,5,West Virginia,865,West Virginia,24.45,9.67,71.4,112.2,0.513,2017,17.81,9.78,67.7,113.8,0.536,6.6400000000000015,-0.10999999999999943,3.700000000000003,-1.5999999999999943,-0.02300000000000002,2
866,866,11,8,2,Xavier,11,1,0,110,2017,Xavier,2.68,6.15,14.9,1.16,7.0,21.0,637.0,1226.0,0.52,74.6,0.454,0.34,0.688,2017,12.2,25.4,37.6,3,Xavier,866,Xavier,14.8,11.51,68.2,109.0,0.519,2017,18.87,8.87,72.6,113.1,0.537,-4.07,2.640000000000001,-4.399999999999992,-4.099999999999993,-0.018000000000000016,2
867,867,11,8,2,Florida State,3,0,1,111,2017,Florida State,5.09,7.36,14.7,1.24,6.9,19.0,755.0,1395.0,0.541,82.5,0.483,0.35600000000000004,0.6920000000000001,2017,11.8,25.9,37.7,11,Florida State,867,Florida State,18.87,8.87,72.6,113.1,0.537,2017,14.8,11.51,68.2,109.0,0.519,4.07,-2.640000000000001,4.399999999999992,4.099999999999993,0.018000000000000016,2
868,868,2,5,1,Saint Mary's,7,0,0,112,2017,Saint Mary's,3.19,4.16,16.8,1.59,8.8,22.0,560.0,992.0,0.565,72.0,0.496,0.399,0.748,2017,9.6,26.0,35.6,2,Saint Mary's (CA),868,Saint Mary's (CA),16.75,2.19,61.3,117.6,0.578,2017,18.25,7.63,67.3,113.8,0.537,-1.5,-5.44,-6.0,3.799999999999997,0.040999999999999925,2
869,869,2,5,1,Arizona,2,1,1,113,2017,Arizona,3.24,5.5,13.8,1.21,6.7,17.0,662.0,1297.0,0.51,76.3,0.476,0.398,0.758,2017,10.3,26.5,36.8,7,Arizona,869,Arizona,18.25,7.63,67.3,113.8,0.537,2017,16.75,2.19,61.3,117.6,0.578,1.5,5.44,6.0,-3.799999999999997,-0.040999999999999925,2
870,870,1,3,1,Gonzaga,1,1,1,114,2017,Gonzaga,4.45,7.15,16.0,1.42,7.3,19.0,761.0,1304.0,0.584,84.6,0.518,0.382,0.738,2017,9.4,30.9,40.3,4,Gonzaga,870,Gonzaga,25.26,4.13,70.9,116.4,0.5670000000000001,2017,24.45,9.67,71.4,112.2,0.513,0.8100000000000023,-5.54,-0.5,4.200000000000003,0.05399999999999994,3
871,871,1,3,1,West Virginia,4,0,0,115,2017,West Virginia,4.68,10.38,16.7,1.36,7.6,21.0,729.0,1442.0,0.506,82.0,0.458,0.361,0.6779999999999999,2017,14.3,23.0,37.3,1,West Virginia,871,West Virginia,24.45,9.67,71.4,112.2,0.513,2017,25.26,4.13,70.9,116.4,0.5670000000000001,-0.8100000000000023,5.54,0.5,-4.200000000000003,-0.05399999999999994,3
872,872,11,9,2,Xavier,11,1,0,116,2017,Xavier,2.68,6.15,14.9,1.16,7.0,21.0,637.0,1226.0,0.52,74.6,0.454,0.34,0.688,2017,12.2,25.4,37.6,2,Xavier,872,Xavier,14.8,11.51,68.2,109.0,0.519,2017,18.25,7.63,67.3,113.8,0.537,-3.4499999999999997,3.88,0.9000000000000057,-4.799999999999997,-0.018000000000000016,3
