,winner,point_difference,result,name_x,team_seed,win,higher_or_lower_seed,index,year_x,Name,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,year_y,ORPG,DRPG,RPG,other_team_seed,names_for_merging_sr,name_y,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,year_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted
66,11,10,2,Kansas,1,0,1,88,2011,Kansas,4.15,7.94,17.9,1.33,7.3,19.0,759.0,1321.0,0.575,82.4,0.514,0.387,0.6809999999999999,2011,11.7,26.9,38.6,11,Kansas,Kansas,24.1,7.62,69.7,116.0,0.57,2011,-2.48,-3.85,62.7,103.0,0.473,26.580000000000002,11.47,7.0,13.0,0.09699999999999998
67,1,15,1,Boston University,16,0,0,61,2011,Boston University,3.71,5.38,9.9,0.83,7.5,21.0,475.0,1091.0,0.435,65.2,0.40299999999999997,0.355,0.731,2011,12.0,24.0,36.0,1,Boston University,Boston University,-2.48,-3.85,62.7,103.0,0.473,2011,24.1,7.62,69.7,116.0,0.57,-26.580000000000002,-11.47,-7.0,-13.0,-0.09699999999999998
68,9,1,2,UNLV,8,0,1,62,2011,UNLV,3.78,8.13,15.5,1.23,5.5,17.0,644.0,1248.0,0.516,71.9,0.461,0.331,0.69,2011,11.3,23.9,35.2,9,Nevada-Las Vegas,Nevada-Las Vegas,14.67,6.0,67.3,106.0,0.509,2011,16.72,11.11,66.2,106.8,0.529,-2.049999999999999,-5.109999999999999,1.0999999999999943,-0.7999999999999972,-0.020000000000000018
69,9,1,2,Illinois,9,1,0,63,2011,Illinois,4.63,5.56,16.6,1.3,6.8,18.0,624.0,1237.0,0.504,71.3,0.46799999999999997,0.387,0.7290000000000001,2011,10.2,24.6,34.8,8,Illinois,Illinois,16.72,11.11,66.2,106.8,0.529,2011,14.67,6.0,67.3,106.0,0.509,2.049999999999999,5.109999999999999,-1.0999999999999943,0.7999999999999972,0.020000000000000018
70,1,8,1,Illinois,9,0,0,77,2011,Illinois,4.63,5.56,16.6,1.3,6.8,18.0,624.0,1237.0,0.504,71.3,0.46799999999999997,0.387,0.7290000000000001,2011,10.2,24.6,34.8,1,Illinois,Illinois,16.72,11.11,66.2,106.8,0.529,2011,15.1,6.86,67.6,111.1,0.529,1.6199999999999992,4.249999999999999,-1.3999999999999915,-4.299999999999997,0.0
71,12,7,2,Vanderbilt,5,0,1,64,2011,Vanderbilt,4.85,5.27,13.4,1.02,7.8,21.0,568.0,1112.0,0.511,76.2,0.457,0.37,0.747,2011,10.9,26.1,36.9,12,Vanderbilt,Vanderbilt,15.1,6.86,67.6,111.1,0.529,2011,16.72,11.11,66.2,106.8,0.529,-1.6199999999999992,-4.249999999999999,1.3999999999999915,4.299999999999997,0.0
72,12,7,2,Richmond,12,1,0,65,2011,Richmond,4.12,6.12,15.0,1.4,7.9,20.0,581.0,1163.0,0.5,70.2,0.46299999999999997,0.4,0.691,2011,9.1,24.1,33.2,5,Richmond,Richmond,11.23,2.79,63.2,109.5,0.531,2011,11.23,2.79,63.2,109.5,0.531,0.0,0.0,0.0,0.0,0.0
73,12,1,1,Richmond,12,1,1,78,2011,Richmond,4.12,6.12,15.0,1.4,7.9,20.0,581.0,1163.0,0.5,70.2,0.46299999999999997,0.4,0.691,2011,9.1,24.1,33.2,13,Richmond,Richmond,11.23,2.79,63.2,109.5,0.531,2011,11.23,2.79,63.2,109.5,0.531,0.0,0.0,0.0,0.0,0.0
74,1,11,1,Richmond,12,0,0,85,2011,Richmond,4.12,6.12,15.0,1.4,7.9,20.0,581.0,1163.0,0.5,70.2,0.46299999999999997,0.4,0.691,2011,9.1,24.1,33.2,1,Richmond,Richmond,11.23,2.79,63.2,109.5,0.531,2011,18.6,8.2,67.8,108.6,0.526,-7.370000000000001,-5.409999999999999,-4.599999999999994,0.9000000000000057,0.0050000000000000044
75,13,9,2,Louisville,4,0,1,66,2011,Louisville,4.94,9.21,17.5,1.34,8.8,24.0,628.0,1220.0,0.515,75.4,0.452,0.361,0.669,2011,12.6,24.0,36.6,13,Louisville,Louisville,18.6,8.2,67.8,108.6,0.526,2011,11.23,2.79,63.2,109.5,0.531,7.370000000000001,5.409999999999999,4.599999999999994,-0.9000000000000057,-0.0050000000000000044
76,13,9,2,Morehead State,13,1,0,67,2011,Morehead State,3.21,8.61,12.3,0.82,5.8,17.0,619.0,1201.0,0.515,69.8,0.45899999999999996,0.34,0.675,2011,13.8,23.7,37.5,4,Morehead State,Morehead State,2.81,-3.13,64.3,106.2,0.509,2011,2.81,-3.13,64.3,106.2,0.509,0.0,0.0,0.0,0.0,0.0
77,12,1,1,Morehead State,13,0,0,79,2011,Morehead State,3.21,8.61,12.3,0.82,5.8,17.0,619.0,1201.0,0.515,69.8,0.45899999999999996,0.34,0.675,2011,13.8,23.7,37.5,12,Morehead State,Morehead State,2.81,-3.13,64.3,106.2,0.509,2011,2.81,-3.13,64.3,106.2,0.509,0.0,0.0,0.0,0.0,0.0
78,11,5,2,Georgetown,6,0,1,68,2011,Georgetown,4.45,6.13,15.1,1.13,7.0,20.0,571.0,1046.0,0.546,71.0,0.478,0.36,0.732,2011,10.1,23.6,33.7,11,Georgetown,Georgetown,14.61,10.39,64.8,108.5,0.541,2011,8.56,3.78,65.3,108.3,0.511,6.049999999999999,6.610000000000001,-0.5,0.20000000000000284,0.030000000000000027
79,11,5,2,VCU,11,1,0,69,2011,VCU,3.68,8.53,14.2,1.23,8.2,23.0,547.0,1121.0,0.488,71.5,0.435,0.359,0.7190000000000001,2011,10.9,21.1,32.0,6,Virginia Commonwealth,Virginia Commonwealth,8.56,3.78,65.3,108.3,0.511,2011,14.61,10.39,64.8,108.5,0.541,-6.049999999999999,-6.610000000000001,0.5,-0.20000000000000284,-0.030000000000000027
80,11,8,2,VCU,11,1,0,80,2011,VCU,3.68,8.53,14.2,1.23,8.2,23.0,547.0,1121.0,0.488,71.5,0.435,0.359,0.7190000000000001,2011,10.9,21.1,32.0,3,Virginia Commonwealth,Virginia Commonwealth,8.56,3.78,65.3,108.3,0.511,2011,8.56,3.78,65.3,108.3,0.511,0.0,0.0,0.0,0.0,0.0
81,11,1,2,VCU,11,1,0,86,2011,VCU,3.68,8.53,14.2,1.23,8.2,23.0,547.0,1121.0,0.488,71.5,0.435,0.359,0.7190000000000001,2011,10.9,21.1,32.0,10,Virginia Commonwealth,Virginia Commonwealth,8.56,3.78,65.3,108.3,0.511,2011,8.56,3.78,65.3,108.3,0.511,0.0,0.0,0.0,0.0,0.0
82,11,10,2,VCU,11,1,0,89,2011,VCU,3.68,8.53,14.2,1.23,8.2,23.0,547.0,1121.0,0.488,71.5,0.435,0.359,0.7190000000000001,2011,10.9,21.1,32.0,1,Virginia Commonwealth,Virginia Commonwealth,8.56,3.78,65.3,108.3,0.511,2011,8.56,3.78,65.3,108.3,0.511,0.0,0.0,0.0,0.0,0.0
83,8,3,1,VCU,11,0,0,122,2011,VCU,3.68,8.53,14.2,1.23,8.2,23.0,547.0,1121.0,0.488,71.5,0.435,0.359,0.7190000000000001,2011,10.9,21.1,32.0,8,Virginia Commonwealth,Virginia Commonwealth,8.56,3.78,65.3,108.3,0.511,2011,8.56,3.78,65.3,108.3,0.511,0.0,0.0,0.0,0.0,0.0
84,3,11,1,Purdue,3,1,1,70,2011,Purdue,4.13,6.28,15.8,1.53,6.9,19.0,600.0,1231.0,0.48700000000000004,72.7,0.44799999999999995,0.36700000000000005,0.7120000000000001,2011,11.0,24.2,35.2,14,Purdue,Purdue,19.36,8.69,66.0,109.5,0.507,2011,19.36,8.69,66.0,109.5,0.507,0.0,0.0,0.0,0.0,0.0
85,11,8,2,Purdue,3,0,1,81,2011,Purdue,4.13,6.28,15.8,1.53,6.9,19.0,600.0,1231.0,0.48700000000000004,72.7,0.44799999999999995,0.36700000000000005,0.7120000000000001,2011,11.0,24.2,35.2,11,Purdue,Purdue,19.36,8.69,66.0,109.5,0.507,2011,19.36,8.69,66.0,109.5,0.507,0.0,0.0,0.0,0.0,0.0
86,3,11,1,St. Peter's,14,0,0,71,2011,Saint Peter's,4.61,7.67,11.3,0.75,5.8,17.0,504.0,1172.0,0.43,61.4,0.40399999999999997,0.348,0.643,2011,11.4,24.4,35.8,3,Saint Peter's,Saint Peter's,-0.28,-1.08,65.5,92.5,0.455,2011,12.62,5.94,63.1,106.6,0.494,-12.899999999999999,-7.0200000000000005,2.3999999999999986,-14.099999999999994,-0.03899999999999998
87,10,3,2,Texas A&M,7,0,1,72,2011,Texas A&M,1.56,6.53,13.5,1.04,5.4,16.0,570.0,1159.0,0.49200000000000005,68.9,0.445,0.33799999999999997,0.703,2011,12.5,23.8,36.3,10,Texas A&M,Texas A&M,12.62,5.94,63.1,106.6,0.494,2011,-0.28,-1.08,65.5,92.5,0.455,12.899999999999999,7.0200000000000005,-2.3999999999999986,14.099999999999994,0.03899999999999998
88,10,3,2,Florida State,10,1,0,73,2011,Florida State,5.74,8.77,12.5,0.77,6.2,19.0,567.0,1160.0,0.489,69.3,0.436,0.33,0.6629999999999999,2011,12.5,26.6,39.0,7,Florida State,Florida State,13.48,6.45,69.3,99.3,0.49,2011,13.48,6.45,69.3,99.3,0.49,0.0,0.0,0.0,0.0,0.0
89,10,8,2,Florida State,10,1,0,82,2011,Florida State,5.74,8.77,12.5,0.77,6.2,19.0,567.0,1160.0,0.489,69.3,0.436,0.33,0.6629999999999999,2011,12.5,26.6,39.0,2,Florida State,Florida State,13.48,6.45,69.3,99.3,0.49,2011,13.48,6.45,69.3,99.3,0.49,0.0,0.0,0.0,0.0,0.0
90,11,1,2,Florida State,10,0,1,87,2011,Florida State,5.74,8.77,12.5,0.77,6.2,19.0,567.0,1160.0,0.489,69.3,0.436,0.33,0.6629999999999999,2011,12.5,26.6,39.0,11,Florida State,Florida State,13.48,6.45,69.3,99.3,0.49,2011,18.17,8.43,64.3,115.3,0.535,-4.690000000000001,-1.9799999999999995,5.0,-16.0,-0.04500000000000004
91,2,13,1,Notre Dame,2,1,1,74,2011,Notre Dame,3.69,4.59,16.7,1.56,8.1,21.0,544.0,1062.0,0.512,76.0,0.466,0.392,0.725,2011,10.9,26.0,36.9,15,Notre Dame,Notre Dame,18.17,8.43,64.3,115.3,0.535,2011,13.48,6.45,69.3,99.3,0.49,4.690000000000001,1.9799999999999995,-5.0,16.0,0.04500000000000004
92,10,8,2,Notre Dame,2,0,1,83,2011,Notre Dame,3.69,4.59,16.7,1.56,8.1,21.0,544.0,1062.0,0.512,76.0,0.466,0.392,0.725,2011,10.9,26.0,36.9,10,Notre Dame,Notre Dame,18.17,8.43,64.3,115.3,0.535,2011,2.15,-1.02,67.0,102.9,0.499,16.020000000000003,9.45,-2.700000000000003,12.399999999999991,0.03600000000000003
93,2,13,1,Akron,15,0,0,75,2011,Akron,3.57,6.69,14.6,1.2,7.9,22.0,593.0,1245.0,0.47600000000000003,70.5,0.433,0.361,0.706,2011,10.1,24.3,34.5,2,Akron,Akron,2.15,-1.02,67.0,102.9,0.499,2011,18.17,8.43,64.3,115.3,0.535,-16.020000000000003,-9.45,2.700000000000003,-12.399999999999991,-0.03600000000000003
94,1,15,1,Duke,1,1,1,90,2011,Duke,4.41,7.47,14.4,1.18,8.0,21.0,684.0,1314.0,0.521,81.1,0.469,0.375,0.75,2011,12.3,26.0,38.3,16,Duke,Duke,24.51,8.32,70.2,115.2,0.537,2011,24.51,8.32,70.2,115.2,0.537,0.0,0.0,0.0,0.0,0.0
95,1,7,1,Duke,1,1,1,106,2011,Duke,4.41,7.47,14.4,1.18,8.0,21.0,684.0,1314.0,0.521,81.1,0.469,0.375,0.75,2011,12.3,26.0,38.3,8,Duke,Duke,24.51,8.32,70.2,115.2,0.537,2011,24.51,8.32,70.2,115.2,0.537,0.0,0.0,0.0,0.0,0.0
96,5,4,2,Duke,1,0,1,114,2011,Duke,4.41,7.47,14.4,1.18,8.0,21.0,684.0,1314.0,0.521,81.1,0.469,0.375,0.75,2011,12.3,26.0,38.3,5,Duke,Duke,24.51,8.32,70.2,115.2,0.537,2011,-5.2,-8.77,67.3,97.5,0.463,29.71,17.09,2.9000000000000057,17.700000000000003,0.07400000000000001
97,1,15,1,Hampton,16,0,0,91,2011,Hampton,5.75,7.47,12.0,0.97,6.5,20.0,518.0,1143.0,0.45299999999999996,67.3,0.40700000000000003,0.325,0.65,2011,11.2,24.5,35.7,1,Hampton,Hampton,-5.2,-8.77,67.3,97.5,0.463,2011,24.51,8.32,70.2,115.2,0.537,-29.71,-17.09,-2.9000000000000057,-17.700000000000003,-0.07400000000000001
98,8,1,1,Michigan,8,1,1,92,2011,Michigan,2.03,4.73,13.5,1.34,8.1,23.0,520.0,1015.0,0.512,66.1,0.444,0.353,0.696,2011,8.3,23.8,32.0,9,Michigan,Michigan,14.21,10.68,62.1,106.3,0.523,2011,14.21,10.68,62.1,106.3,0.523,0.0,0.0,0.0,0.0,0.0
99,1,7,1,Michigan,8,0,0,107,2011,Michigan,2.03,4.73,13.5,1.34,8.1,23.0,520.0,1015.0,0.512,66.1,0.444,0.353,0.696,2011,8.3,23.8,32.0,1,Michigan,Michigan,14.21,10.68,62.1,106.3,0.523,2011,14.21,10.68,62.1,106.3,0.523,0.0,0.0,0.0,0.0,0.0
100,8,1,1,Tennessee,9,0,0,93,2011,Tennessee,3.67,7.45,13.1,0.99,5.2,17.0,650.0,1333.0,0.488,70.6,0.433,0.304,0.6829999999999999,2011,13.9,24.1,38.0,8,Tennessee,Tennessee,11.08,8.73,67.1,103.3,0.476,2011,16.54,7.99,66.9,112.8,0.541,-5.459999999999999,0.7400000000000002,0.19999999999998863,-9.5,-0.06500000000000006
101,5,7,1,Arizona,5,1,1,94,2011,Arizona,2.65,5.03,14.1,1.1,7.9,20.0,594.0,1160.0,0.512,76.5,0.47100000000000003,0.39899999999999997,0.747,2011,10.4,24.2,34.6,12,Arizona,Arizona,16.54,7.99,66.9,112.8,0.541,2011,11.08,8.73,67.1,103.3,0.476,5.459999999999999,-0.7400000000000002,-0.19999999999998863,9.5,0.06500000000000006
102,5,1,2,Arizona,5,1,0,108,2011,Arizona,2.65,5.03,14.1,1.1,7.9,20.0,594.0,1160.0,0.512,76.5,0.47100000000000003,0.39899999999999997,0.747,2011,10.4,24.2,34.6,4,Arizona,Arizona,16.54,7.99,66.9,112.8,0.541,2011,16.54,7.99,66.9,112.8,0.541,0.0,0.0,0.0,0.0,0.0
103,5,4,2,Arizona,5,1,0,115,2011,Arizona,2.65,5.03,14.1,1.1,7.9,20.0,594.0,1160.0,0.512,76.5,0.47100000000000003,0.39899999999999997,0.747,2011,10.4,24.2,34.6,1,Arizona,Arizona,16.54,7.99,66.9,112.8,0.541,2011,16.54,7.99,66.9,112.8,0.541,0.0,0.0,0.0,0.0,0.0
104,3,2,1,Arizona,5,0,0,118,2011,Arizona,2.65,5.03,14.1,1.1,7.9,20.0,594.0,1160.0,0.512,76.5,0.47100000000000003,0.39899999999999997,0.747,2011,10.4,24.2,34.6,3,Arizona,Arizona,16.54,7.99,66.9,112.8,0.541,2011,6.91,3.14,69.1,103.2,0.504,9.629999999999999,4.85,-2.1999999999999886,9.599999999999994,0.03700000000000003
105,5,7,1,Memphis,12,0,0,95,2011,Memphis,5.35,8.53,14.6,0.95,6.0,18.0,661.0,1297.0,0.51,72.0,0.45,0.327,0.679,2011,12.1,23.6,35.7,5,Memphis,Memphis,6.91,3.14,69.1,103.2,0.504,2011,16.54,7.99,66.9,112.8,0.541,-9.629999999999999,-4.85,2.1999999999999886,-9.599999999999994,-0.03700000000000003
106,4,9,1,Texas,4,1,1,96,2011,Texas,4.91,5.82,13.5,1.14,5.7,15.0,706.0,1468.0,0.48100000000000004,74.9,0.45399999999999996,0.377,0.645,2011,13.8,26.7,40.5,13,Texas,Texas,20.82,7.96,67.8,109.9,0.502,2011,20.82,7.96,67.8,109.9,0.502,0.0,0.0,0.0,0.0,0.0
107,5,1,2,Texas,4,0,1,109,2011,Texas,4.91,5.82,13.5,1.14,5.7,15.0,706.0,1468.0,0.48100000000000004,74.9,0.45399999999999996,0.377,0.645,2011,13.8,26.7,40.5,5,Texas,Texas,20.82,7.96,67.8,109.9,0.502,2011,20.82,7.96,67.8,109.9,0.502,0.0,0.0,0.0,0.0,0.0
108,4,9,1,Oakland,13,0,0,97,2011,Oakland,5.68,6.15,16.4,1.19,8.2,22.0,739.0,1324.0,0.5579999999999999,85.6,0.494,0.379,0.72,2011,12.8,26.3,39.0,4,Oakland,Oakland,8.28,0.1,72.4,117.6,0.559,2011,15.41,6.1,63.6,107.9,0.494,-7.130000000000001,-6.0,8.800000000000004,9.699999999999989,0.06500000000000006
109,6,5,1,Cincinnati,6,1,1,98,2011,Cincinnati,3.79,7.58,14.3,1.23,6.4,19.0,585.0,1204.0,0.486,69.0,0.436,0.33899999999999997,0.6659999999999999,2011,13.1,22.5,35.6,11,Cincinnati,Cincinnati,15.41,6.1,63.6,107.9,0.494,2011,8.28,0.1,72.4,117.6,0.559,7.130000000000001,6.0,-8.800000000000004,-9.699999999999989,-0.06500000000000006
110,3,3,1,Cincinnati,6,0,0,110,2011,Cincinnati,3.79,7.58,14.3,1.23,6.4,19.0,585.0,1204.0,0.486,69.0,0.436,0.33899999999999997,0.6659999999999999,2011,13.1,22.5,35.6,3,Cincinnati,Cincinnati,15.41,6.1,63.6,107.9,0.494,2011,14.77,6.5,72.5,110.3,0.515,0.6400000000000006,-0.40000000000000036,-8.899999999999999,-2.3999999999999915,-0.02100000000000002
111,6,5,1,Missouri,11,0,0,99,2011,Missouri,5.09,9.76,16.5,1.29,7.2,20.0,720.0,1432.0,0.503,81.4,0.461,0.368,0.7390000000000001,2011,12.4,22.9,35.3,6,Missouri,Missouri,14.77,6.5,72.5,110.3,0.515,2011,15.41,6.1,63.6,107.9,0.494,-0.6400000000000006,0.40000000000000036,8.899999999999999,2.3999999999999915,0.02100000000000002
112,3,11,1,UConn,3,1,1,100,2011,UConn,5.63,6.63,13.1,1.12,5.8,18.0,706.0,1487.0,0.475,73.4,0.433,0.332,0.755,2011,14.4,25.1,39.6,14,Connecticut,Connecticut,17.95,10.44,65.1,109.2,0.482,2011,17.95,10.44,65.1,109.2,0.482,0.0,0.0,0.0,0.0,0.0
113,3,3,1,UConn,3,1,1,111,2011,UConn,5.63,6.63,13.1,1.12,5.8,18.0,706.0,1487.0,0.475,73.4,0.433,0.332,0.755,2011,14.4,25.1,39.6,6,Connecticut,Connecticut,17.95,10.44,65.1,109.2,0.482,2011,17.95,10.44,65.1,109.2,0.482,0.0,0.0,0.0,0.0,0.0
114,3,1,2,UConn,3,1,0,116,2011,UConn,5.63,6.63,13.1,1.12,5.8,18.0,706.0,1487.0,0.475,73.4,0.433,0.332,0.755,2011,14.4,25.1,39.6,2,Connecticut,Connecticut,17.95,10.44,65.1,109.2,0.482,2011,17.95,10.44,65.1,109.2,0.482,0.0,0.0,0.0,0.0,0.0
115,3,2,1,UConn,3,1,1,119,2011,UConn,5.63,6.63,13.1,1.12,5.8,18.0,706.0,1487.0,0.475,73.4,0.433,0.332,0.755,2011,14.4,25.1,39.6,5,Connecticut,Connecticut,17.95,10.44,65.1,109.2,0.482,2011,17.95,10.44,65.1,109.2,0.482,0.0,0.0,0.0,0.0,0.0
116,3,1,1,UConn,3,1,1,120,2011,UConn,5.63,6.63,13.1,1.12,5.8,18.0,706.0,1487.0,0.475,73.4,0.433,0.332,0.755,2011,14.4,25.1,39.6,4,Connecticut,Connecticut,17.95,10.44,65.1,109.2,0.482,2011,17.95,10.44,65.1,109.2,0.482,0.0,0.0,0.0,0.0,0.0
117,3,5,1,UConn,3,1,1,124,2011,UConn,5.63,6.63,13.1,1.12,5.8,18.0,706.0,1487.0,0.475,73.4,0.433,0.332,0.755,2011,14.4,25.1,39.6,8,Connecticut,Connecticut,17.95,10.44,65.1,109.2,0.482,2011,17.95,10.44,65.1,109.2,0.482,0.0,0.0,0.0,0.0,0.0
118,3,11,1,Bucknell,14,0,0,101,2011,Bucknell,3.18,4.76,14.7,1.3,6.9,17.0,584.0,1240.0,0.47100000000000003,70.8,0.45,0.402,0.7859999999999999,2011,8.2,26.0,34.1,3,Bucknell,Bucknell,2.39,-3.87,66.1,105.9,0.509,2011,12.35,4.23,65.5,106.6,0.5,-9.959999999999999,-8.100000000000001,0.5999999999999943,-0.6999999999999886,0.009000000000000008
119,7,3,1,Temple,7,1,1,102,2011,Temple,4.69,6.94,15.3,1.41,6.1,17.0,624.0,1277.0,0.489,70.9,0.44799999999999995,0.354,0.6940000000000001,2011,11.0,25.1,36.1,10,Temple,Temple,12.35,4.23,65.5,106.6,0.5,2011,2.39,-3.87,66.1,105.9,0.509,9.959999999999999,8.100000000000001,-0.5999999999999943,0.6999999999999886,-0.009000000000000008
120,2,5,1,Temple,7,0,0,112,2011,Temple,4.69,6.94,15.3,1.41,6.1,17.0,624.0,1277.0,0.489,70.9,0.44799999999999995,0.354,0.6940000000000001,2011,11.0,25.1,36.1,2,Temple,Temple,12.35,4.23,65.5,106.6,0.5,2011,11.98,11.45,59.8,105.5,0.501,0.3699999999999992,-7.219999999999999,5.700000000000003,1.0999999999999943,-0.0010000000000000009
121,7,3,1,Penn State,10,0,0,103,2011,Penn State,2.48,4.45,12.2,1.15,6.3,19.0,533.0,1075.0,0.496,63.0,0.43700000000000006,0.336,0.725,2011,10.0,21.6,31.6,7,Penn State,Penn State,11.98,11.45,59.8,105.5,0.501,2011,12.35,4.23,65.5,106.6,0.5,-0.3699999999999992,7.219999999999999,-5.700000000000003,-1.0999999999999943,0.0010000000000000009
122,2,13,1,San Diego State,2,1,1,104,2011,San Diego State,4.65,6.24,13.6,1.23,5.9,17.0,708.0,1362.0,0.52,72.2,0.467,0.344,0.698,2011,12.6,24.8,37.4,15,San Diego State,San Diego State,17.96,6.36,63.7,112.0,0.515,2011,17.96,6.36,63.7,112.0,0.515,0.0,0.0,0.0,0.0,0.0
123,2,5,1,San Diego State,2,1,1,113,2011,San Diego State,4.65,6.24,13.6,1.23,5.9,17.0,708.0,1362.0,0.52,72.2,0.467,0.344,0.698,2011,12.6,24.8,37.4,7,San Diego State,San Diego State,17.96,6.36,63.7,112.0,0.515,2011,17.96,6.36,63.7,112.0,0.515,0.0,0.0,0.0,0.0,0.0
124,3,1,2,San Diego State,2,0,1,117,2011,San Diego State,4.65,6.24,13.6,1.23,5.9,17.0,708.0,1362.0,0.52,72.2,0.467,0.344,0.698,2011,12.6,24.8,37.4,3,San Diego State,San Diego State,17.96,6.36,63.7,112.0,0.515,2011,1.39,-2.24,66.8,107.0,0.502,16.57,8.600000000000001,-3.0999999999999943,5.0,0.013000000000000012
125,2,13,1,Northern Colorado,15,0,0,105,2011,Northern Colorado,2.0,6.16,11.8,0.82,7.9,20.0,466.0,1018.0,0.45799999999999996,72.2,0.431,0.387,0.772,2011,11.8,24.2,36.0,2,Northern Colorado,Northern Colorado,1.39,-2.24,66.8,107.0,0.502,2011,17.96,6.36,63.7,112.0,0.515,-16.57,-8.600000000000001,3.0999999999999943,-5.0,-0.013000000000000012
126,1,15,1,UNC,1,1,1,0,2012,North Carolina,5.79,6.82,17.6,1.48,5.1,15.0,825.0,1657.0,0.498,82.0,0.46299999999999997,0.344,0.6759999999999999,2012,15.6,29.7,45.2,16,North Carolina,North Carolina,21.34,7.07,72.8,111.3,0.498,2012,21.34,7.07,72.8,111.3,0.498,0.0,0.0,0.0,0.0,0.0
127,1,7,1,UNC,1,1,1,16,2012,North Carolina,5.79,6.82,17.6,1.48,5.1,15.0,825.0,1657.0,0.498,82.0,0.46299999999999997,0.344,0.6759999999999999,2012,15.6,29.7,45.2,8,North Carolina,North Carolina,21.34,7.07,72.8,111.3,0.498,2012,21.34,7.07,72.8,111.3,0.498,0.0,0.0,0.0,0.0,0.0
128,1,12,1,UNC,1,1,1,24,2012,North Carolina,5.79,6.82,17.6,1.48,5.1,15.0,825.0,1657.0,0.498,82.0,0.46299999999999997,0.344,0.6759999999999999,2012,15.6,29.7,45.2,13,North Carolina,North Carolina,21.34,7.07,72.8,111.3,0.498,2012,21.34,7.07,72.8,111.3,0.498,0.0,0.0,0.0,0.0,0.0
129,2,1,2,UNC,1,0,1,28,2012,North Carolina,5.79,6.82,17.6,1.48,5.1,15.0,825.0,1657.0,0.498,82.0,0.46299999999999997,0.344,0.6759999999999999,2012,15.6,29.7,45.2,2,North Carolina,North Carolina,21.34,7.07,72.8,111.3,0.498,2012,21.34,7.07,72.8,111.3,0.498,0.0,0.0,0.0,0.0,0.0
130,1,15,1,Vermont,16,0,0,1,2012,Vermont,2.38,6.24,13.3,1.07,5.4,16.0,614.0,1269.0,0.484,67.2,0.44299999999999995,0.34600000000000003,0.742,2012,11.1,24.3,35.4,1,Vermont,Vermont,0.98,-5.19,63.2,105.0,0.493,2012,12.92,3.41,67.3,116.9,0.578,-11.94,-8.600000000000001,-4.099999999999994,-11.900000000000006,-0.08499999999999996
131,8,1,1,Creighton,8,1,1,2,2012,Creighton,2.3,4.79,17.9,1.46,8.2,19.0,655.0,1181.0,0.555,80.0,0.509,0.425,0.732,2012,9.5,26.6,36.2,9,Creighton,Creighton,12.92,3.41,67.3,116.9,0.578,2012,0.98,-5.19,63.2,105.0,0.493,11.94,8.600000000000001,4.099999999999994,11.900000000000006,0.08499999999999996
132,1,7,1,Creighton,8,0,0,17,2012,Creighton,2.3,4.79,17.9,1.46,8.2,19.0,655.0,1181.0,0.555,80.0,0.509,0.425,0.732,2012,9.5,26.6,36.2,1,Creighton,Creighton,12.92,3.41,67.3,116.9,0.578,2012,13.76,7.18,62.9,102.2,0.491,-0.8399999999999999,-3.7699999999999996,4.399999999999999,14.700000000000003,0.08699999999999997
133,8,1,1,Alabama,9,0,0,3,2012,Alabama,4.16,7.31,12.3,0.95,4.0,14.0,627.0,1221.0,0.514,64.9,0.452,0.285,0.715,2012,10.8,24.4,35.2,8,Alabama,Alabama,13.76,7.18,62.9,102.2,0.491,2012,12.92,3.41,67.3,116.9,0.578,0.8399999999999999,3.7699999999999996,-4.399999999999999,-14.700000000000003,-0.08699999999999997
134,12,7,2,Temple,5,0,1,4,2012,Temple,4.16,7.23,15.6,1.25,7.3,18.0,620.0,1232.0,0.503,76.0,0.47200000000000003,0.402,0.718,2012,10.5,24.5,35.0,12,Temple,Temple,10.44,4.94,67.6,108.8,0.531,2012,9.2,7.29,59.7,98.6,0.485,1.2400000000000002,-2.3499999999999996,7.8999999999999915,10.200000000000003,0.04600000000000004
135,12,7,2,South Florida,12,1,0,5,2012,South Florida,3.82,5.52,11.8,0.87,4.7,15.0,553.0,1133.0,0.488,59.2,0.436,0.316,0.705,2012,10.5,23.8,34.3,5,South Florida,South Florida,9.2,7.29,59.7,98.6,0.485,2012,10.44,4.94,67.6,108.8,0.531,-1.2400000000000002,2.3499999999999996,-7.8999999999999915,-10.200000000000003,-0.04600000000000004
136,13,1,2,South Florida,12,0,1,18,2012,South Florida,3.82,5.52,11.8,0.87,4.7,15.0,553.0,1133.0,0.488,59.2,0.436,0.316,0.705,2012,10.5,23.8,34.3,13,South Florida,South Florida,9.2,7.29,59.7,98.6,0.485,2012,13.19,8.98,61.2,107.2,0.532,-3.99,-1.6900000000000004,-1.5,-8.600000000000009,-0.04700000000000004
