,point_difference,team_seed,win,higher_or_lower_seed,BLKPG,STPG,APG,AST_TO,_3pm,_3pa,_2pm,_2pa,_2p_perc,PTS,FG_perc,_3p_perc,FT_perc,ORPG,DRPG,RPG,other_team_seed,SRS_adv,SOS_adv,pace_adv,ORtg_adv,eFG_perc_adv,SRS_adv_opponent,SOS_adv_opponent,pace_adv_opponent,ORtg_adv_opponent,eFG_perc_adv_opponent,SRS_adv_subtracted,SOS_adv_subtracted,pace_adv_subtracted,ORtg_adv_subtracted,eFG_perc_adv_subtracted,round
978,9,4,0,1,4.56,4.97,15.2,1.24,6.9,18.0,745.0,1315.0,0.5670000000000001,80.9,0.505,0.377,0.76,10.0,26.6,36.6,13,15.67,6.84,68.6,115.6,0.563,7.99,0.25,73.9,113.4,0.5489999999999999,7.68,6.59,-5.300000000000012,2.1999999999999886,0.0139999999999999,1
979,9,13,1,0,4.21,6.38,16.9,1.35,9.7,26.0,716.0,1319.0,0.5429999999999999,84.8,0.474,0.371,0.6970000000000001,12.0,27.0,39.0,4,7.99,0.25,73.9,113.4,0.5489999999999999,15.67,6.84,68.6,115.6,0.563,-7.68,-6.59,5.300000000000012,-2.1999999999999886,-0.0139999999999999,1
980,5,6,0,1,3.97,6.55,13.3,1.18,7.8,22.0,607.0,1163.0,0.522,74.2,0.46399999999999997,0.363,0.6629999999999999,10.0,24.9,34.8,11,12.83,6.96,67.8,108.0,0.531,10.38,1.81,65.9,108.6,0.5770000000000001,2.45,5.15,1.899999999999992,-0.5999999999999943,-0.04599999999999993,1
981,5,11,1,0,2.48,6.64,15.8,1.29,7.5,19.0,623.0,1096.0,0.568,72.4,0.507,0.39799999999999996,0.7240000000000001,6.3,26.0,32.3,6,10.38,1.81,65.9,108.6,0.5770000000000001,12.83,6.96,67.8,108.0,0.531,-2.45,-5.15,-1.899999999999992,0.5999999999999943,0.04599999999999993,1
982,11,3,1,1,4.53,6.38,15.9,1.29,7.8,20.0,561.0,1187.0,0.473,74.3,0.441,0.384,0.755,11.5,24.8,36.2,14,18.2,10.12,67.1,109.3,0.508,0.58,-3.64,69.9,101.4,0.491,17.62,13.76,-2.800000000000012,7.8999999999999915,0.017000000000000015,1
983,11,14,0,0,2.21,6.65,13.3,1.01,6.9,20.0,621.0,1277.0,0.486,72.1,0.436,0.342,0.7170000000000001,10.2,26.1,36.3,3,0.58,-3.64,69.9,101.4,0.491,18.2,10.12,67.1,109.3,0.508,-17.62,-13.76,2.800000000000012,-7.8999999999999915,-0.017000000000000015,1
984,3,7,1,1,4.09,6.26,16.4,1.65,9.7,24.0,633.0,1226.0,0.516,83.1,0.46799999999999997,0.39799999999999996,0.747,9.5,26.6,36.0,10,14.44,4.93,70.5,115.5,0.5479999999999999,13.96,10.67,66.9,103.9,0.5,0.4799999999999986,-5.74,3.5999999999999943,11.599999999999996,0.048000000000000036,1
985,3,10,0,0,4.97,6.21,11.6,0.98,7.1,22.0,617.0,1201.0,0.514,71.7,0.43799999999999994,0.315,0.6679999999999999,10.6,25.2,35.8,7,13.96,10.67,66.9,103.9,0.5,14.44,4.93,70.5,115.5,0.5479999999999999,-0.4799999999999986,5.74,-3.5999999999999943,-11.599999999999996,-0.048000000000000036,1
986,13,2,1,1,5.55,7.39,16.2,1.42,7.4,21.0,629.0,1245.0,0.505,75.0,0.45299999999999996,0.358,0.688,13.2,25.9,39.1,15,20.25,3.53,66.1,112.3,0.512,3.23,-2.78,67.9,108.8,0.54,17.02,6.31,-1.8000000000000114,3.5,-0.028000000000000025,1
987,13,15,0,0,4.55,7.21,13.4,1.17,9.3,24.0,584.0,1129.0,0.517,75.4,0.46299999999999997,0.386,0.672,8.9,25.2,34.1,2,3.23,-2.78,67.9,108.8,0.54,20.25,3.53,66.1,112.3,0.512,-17.02,-6.31,1.8000000000000114,-3.5,0.028000000000000025,1
988,7,16,0,0,2.5,7.53,15.4,1.28,10.2,26.0,540.0,1099.0,0.491,73.9,0.445,0.387,0.649,9.9,24.9,34.8,9,-2.02,-3.84,69.2,105.6,0.531,12.84,8.74,66.6,106.4,0.525,-14.86,-12.58,2.6000000000000085,-0.8000000000000114,0.0060000000000000045,2
989,7,9,1,1,3.0,7.79,14.3,1.25,6.9,20.0,625.0,1145.0,0.546,72.4,0.47200000000000003,0.344,0.743,8.2,22.4,30.6,16,12.84,8.74,66.6,106.4,0.525,-2.02,-3.84,69.2,105.6,0.531,14.86,12.58,-2.6000000000000085,0.8000000000000114,-0.0060000000000000045,2
990,8,5,1,1,4.85,5.61,13.5,1.03,5.4,15.0,717.0,1411.0,0.508,76.7,0.469,0.358,0.693,12.1,26.7,38.8,13,17.24,10.73,69.8,109.6,0.518,7.99,0.25,73.9,113.4,0.5489999999999999,9.249999999999998,10.48,-4.1000000000000085,-3.8000000000000114,-0.031000000000000024,2
991,8,13,0,0,4.21,6.38,16.9,1.35,9.7,26.0,716.0,1319.0,0.5429999999999999,84.8,0.474,0.371,0.6970000000000001,12.0,27.0,39.0,5,7.99,0.25,73.9,113.4,0.5489999999999999,17.24,10.73,69.8,109.6,0.518,-9.249999999999998,-10.48,4.1000000000000085,3.8000000000000114,0.031000000000000024,2
992,8,11,1,0,2.48,6.64,15.8,1.29,7.5,19.0,623.0,1096.0,0.568,72.4,0.507,0.39799999999999996,0.7240000000000001,6.3,26.0,32.3,3,10.38,1.81,65.9,108.6,0.5770000000000001,18.2,10.12,67.1,109.3,0.508,-7.8199999999999985,-8.309999999999999,-1.1999999999999886,-0.7000000000000028,0.06899999999999995,2
993,8,3,0,1,4.53,6.38,15.9,1.29,7.8,20.0,561.0,1187.0,0.473,74.3,0.441,0.384,0.755,11.5,24.8,36.2,11,18.2,10.12,67.1,109.3,0.508,10.38,1.81,65.9,108.6,0.5770000000000001,7.8199999999999985,8.309999999999999,1.1999999999999886,0.7000000000000028,-0.06899999999999995,2
994,5,7,1,0,4.09,6.26,16.4,1.65,9.7,24.0,633.0,1226.0,0.516,83.1,0.46799999999999997,0.39799999999999996,0.747,9.5,26.6,36.0,2,14.44,4.93,70.5,115.5,0.5479999999999999,20.25,3.53,66.1,112.3,0.512,-5.8100000000000005,1.4,4.400000000000006,3.200000000000003,0.03600000000000003,2
995,5,2,0,1,5.55,7.39,16.2,1.42,7.4,21.0,629.0,1245.0,0.505,75.0,0.45299999999999996,0.358,0.688,13.2,25.9,39.1,7,20.25,3.53,66.1,112.3,0.512,14.44,4.93,70.5,115.5,0.5479999999999999,5.8100000000000005,-1.4,-4.400000000000006,-3.200000000000003,-0.03600000000000003,2
996,4,9,1,0,3.0,7.79,14.3,1.25,6.9,20.0,625.0,1145.0,0.546,72.4,0.47200000000000003,0.344,0.743,8.2,22.4,30.6,5,12.84,8.74,66.6,106.4,0.525,17.24,10.73,69.8,109.6,0.518,-4.399999999999999,-1.99,-3.200000000000003,-3.1999999999999886,0.007000000000000006,3
997,4,5,0,1,4.85,5.61,13.5,1.03,5.4,15.0,717.0,1411.0,0.508,76.7,0.469,0.358,0.693,12.1,26.7,38.8,9,17.24,10.73,69.8,109.6,0.518,12.84,8.74,66.6,106.4,0.525,4.399999999999999,1.99,3.200000000000003,3.1999999999999886,-0.007000000000000006,3
998,4,11,1,0,2.48,6.64,15.8,1.29,7.5,19.0,623.0,1096.0,0.568,72.4,0.507,0.39799999999999996,0.7240000000000001,6.3,26.0,32.3,7,10.38,1.81,65.9,108.6,0.5770000000000001,14.44,4.93,70.5,115.5,0.5479999999999999,-4.059999999999999,-3.12,-4.599999999999994,-6.900000000000006,0.028999999999999918,3
999,4,7,0,1,4.09,6.26,16.4,1.65,9.7,24.0,633.0,1226.0,0.516,83.1,0.46799999999999997,0.39799999999999996,0.747,9.5,26.6,36.0,11,14.44,4.93,70.5,115.5,0.5479999999999999,10.38,1.81,65.9,108.6,0.5770000000000001,4.059999999999999,3.12,4.599999999999994,6.900000000000006,-0.028999999999999918,3
1000,2,9,0,1,3.0,7.79,14.3,1.25,6.9,20.0,625.0,1145.0,0.546,72.4,0.47200000000000003,0.344,0.743,8.2,22.4,30.6,11,12.84,8.74,66.6,106.4,0.525,10.38,1.81,65.9,108.6,0.5770000000000001,2.459999999999999,6.93,0.6999999999999886,-2.1999999999999886,-0.051999999999999935,4
1001,2,11,1,0,2.48,6.64,15.8,1.29,7.5,19.0,623.0,1096.0,0.568,72.4,0.507,0.39799999999999996,0.7240000000000001,6.3,26.0,32.3,9,10.38,1.81,65.9,108.6,0.5770000000000001,12.84,8.74,66.6,106.4,0.525,-2.459999999999999,-6.93,-0.6999999999999886,2.1999999999999886,0.051999999999999935,4
1002,0,1,1,9999,3.97,6.68,16.7,1.61,11.4,29.0,667.0,1117.0,0.597,87.1,0.504,0.39799999999999996,0.7709999999999999,9.4,26.2,35.6,1,26.64,10.24,70.1,122.3,0.595,21.39,11.87,70.2,115.5,0.575,5.25,-1.629999999999999,-0.10000000000000853,6.799999999999998,0.02000000000000001,5
1003,0,1,0,9999,4.18,6.62,17.0,1.46,10.1,25.0,679.0,1201.0,0.565,81.5,0.498,0.40299999999999997,0.7,9.6,25.6,35.2,1,21.39,11.87,70.2,115.5,0.575,26.64,10.24,70.1,122.3,0.595,-5.25,1.629999999999999,0.10000000000000853,-6.799999999999998,-0.02000000000000001,5
1004,8,11,0,0,2.48,6.64,15.8,1.29,7.5,19.0,623.0,1096.0,0.568,72.4,0.507,0.39799999999999996,0.7240000000000001,6.3,26.0,32.3,3,10.38,1.81,65.9,108.6,0.5770000000000001,19.03,9.41,65.7,111.0,0.545,-8.65,-7.6,0.20000000000000284,-2.4000000000000057,0.03199999999999992,5
1005,8,3,1,1,3.17,6.26,14.8,1.62,9.1,25.0,623.0,1135.0,0.5489999999999999,74.5,0.47100000000000003,0.369,0.659,8.6,24.7,33.3,11,19.03,9.41,65.7,111.0,0.545,10.38,1.81,65.9,108.6,0.5770000000000001,8.65,7.6,-0.20000000000000284,2.4000000000000057,-0.03199999999999992,5
1006,2,1,1,1,3.97,6.68,16.7,1.61,11.4,29.0,667.0,1117.0,0.597,87.1,0.504,0.39799999999999996,0.7709999999999999,9.4,26.2,35.6,3,26.64,10.24,70.1,122.3,0.595,19.03,9.41,65.7,111.0,0.545,7.6099999999999985,0.8300000000000001,4.399999999999992,11.299999999999995,0.04999999999999993,6
1007,2,3,0,0,3.17,6.26,14.8,1.62,9.1,25.0,623.0,1135.0,0.5489999999999999,74.5,0.47100000000000003,0.369,0.659,8.6,24.7,33.3,1,19.03,9.41,65.7,111.0,0.545,26.64,10.24,70.1,122.3,0.595,-7.6099999999999985,-0.8300000000000001,-4.399999999999992,-11.299999999999995,-0.04999999999999993,6
1008,15,1,1,1,6.82,9.47,15.9,1.21,7.3,24.0,790.0,1355.0,0.583,83.5,0.47700000000000004,0.302,0.69,13.4,28.4,41.8,16,26.9,11.98,73.2,112.6,0.536,-4.01,-2.07,66.8,108.5,0.54,30.91,14.05,6.400000000000006,4.099999999999993,-0.0040000000000000036,1
1009,15,16,0,0,2.48,4.82,11.6,1.1,9.5,26.0,513.0,955.0,0.537,73.2,0.456,0.366,0.774,6.6,24.9,31.5,1,-4.01,-2.07,66.8,108.5,0.54,26.9,11.98,73.2,112.6,0.536,-30.91,-14.05,-6.400000000000006,-4.099999999999993,0.0040000000000000036,1
1010,1,8,0,1,4.53,7.97,13.9,1.0,7.2,23.0,572.0,1066.0,0.537,71.4,0.442,0.307,0.698,10.8,25.9,36.8,9,11.96,2.87,69.0,102.1,0.501,13.37,5.58,67.3,107.0,0.529,-1.4099999999999984,-2.71,1.7000000000000028,-4.900000000000006,-0.028000000000000025,1
1011,1,9,1,0,4.48,5.74,13.3,1.12,6.8,19.0,554.0,1056.0,0.525,72.1,0.46299999999999997,0.354,0.645,9.8,26.9,36.7,8,13.37,5.58,67.3,107.0,0.529,11.96,2.87,69.0,102.1,0.501,1.4099999999999984,2.71,-1.7000000000000028,4.900000000000006,0.028000000000000025,1
1012,7,5,0,1,4.97,8.09,14.4,1.08,8.6,23.0,627.0,1178.0,0.532,77.3,0.47200000000000003,0.37799999999999995,0.715,11.7,24.1,35.8,12,15.96,9.07,68.6,111.9,0.546,5.27,-3.88,65.4,112.8,0.569,10.69,12.95,3.1999999999999886,-0.8999999999999915,-0.02299999999999991,1
1013,7,12,1,0,2.68,6.38,14.9,1.35,8.8,24.0,621.0,1061.0,0.585,74.0,0.49,0.3670000000000001,0.7709999999999999,7.8,25.0,32.8,5,5.27,-3.88,65.4,112.8,0.569,15.96,9.07,68.6,111.9,0.546,-10.69,-12.95,-3.1999999999999886,0.8999999999999915,0.02299999999999991,1
1014,9,4,1,1,2.31,6.66,15.3,1.35,9.6,24.0,517.0,954.0,0.542,74.0,0.475,0.39399999999999996,0.758,8.9,23.7,32.6,13,19.28,7.79,64.4,113.3,0.556,5.06,2.23,67.0,99.4,0.467,14.220000000000002,5.5600000000000005,-2.5999999999999943,13.899999999999993,0.08900000000000002,1
1015,9,13,0,0,3.94,7.12,13.0,1.0,5.8,19.0,617.0,1311.0,0.47100000000000003,67.4,0.419,0.313,0.6,13.8,26.0,39.8,4,5.06,2.23,67.0,99.4,0.467,19.28,7.79,64.4,113.3,0.556,-14.220000000000002,-5.5600000000000005,2.5999999999999943,-13.899999999999993,-0.08900000000000002,1
1016,5,6,1,1,4.75,4.34,13.2,1.01,7.3,21.0,575.0,1120.0,0.513,71.3,0.45399999999999996,0.353,0.748,11.0,28.2,39.2,11,16.01,10.09,66.6,107.3,0.514,9.12,-2.6,74.2,116.2,0.58,6.890000000000002,12.69,-7.6000000000000085,-8.900000000000006,-0.06599999999999995,1
1017,5,11,0,0,3.77,6.84,19.9,1.71,10.5,28.0,662.0,1105.0,0.599,87.4,0.499,0.373,0.738,8.9,29.9,38.9,6,9.12,-2.6,74.2,116.2,0.58,16.01,10.09,66.6,107.3,0.514,-6.890000000000002,-12.69,7.6000000000000085,8.900000000000006,0.06599999999999995,1
1018,11,3,1,1,4.31,9.09,13.1,0.99,6.8,21.0,693.0,1297.0,0.534,81.4,0.462,0.32299999999999995,0.754,13.5,25.3,38.8,14,16.5,9.16,70.6,111.1,0.512,5.52,-1.24,72.9,109.7,0.556,10.98,10.4,-2.300000000000012,1.3999999999999917,-0.04400000000000004,1
1019,11,14,0,0,4.32,6.0,17.3,1.29,7.8,21.0,617.0,1101.0,0.56,80.6,0.494,0.37,0.725,8.8,30.2,38.9,3,5.52,-1.24,72.9,109.7,0.556,16.5,9.16,70.6,111.1,0.512,-10.98,-10.4,2.300000000000012,-1.3999999999999917,0.04400000000000004,1
1020,3,7,0,1,3.0,4.45,13.4,1.09,8.6,25.0,543.0,1074.0,0.506,74.5,0.434,0.342,0.775,10.3,28.0,38.2,10,17.28,11.04,68.4,107.4,0.509,12.52,11.27,67.9,103.7,0.482,4.760000000000002,-0.23000000000000045,0.5,3.700000000000003,0.027000000000000024,1
1021,3,10,1,0,4.0,4.79,14.9,1.24,5.2,16.0,662.0,1368.0,0.484,70.8,0.4370000000000001,0.321,0.679,11.4,25.6,37.0,7,12.52,11.27,67.9,103.7,0.482,17.28,11.04,68.4,107.4,0.509,-4.760000000000002,0.23000000000000045,-0.5,-3.700000000000003,-0.027000000000000024,1
1022,13,2,1,1,5.45,5.33,19.1,1.47,8.3,22.0,649.0,1177.0,0.551,79.2,0.488,0.38299999999999995,0.75,10.8,30.2,41.0,15,24.93,12.34,68.1,113.1,0.552,-0.08,-0.9,66.2,100.2,0.4970000000000001,25.01,13.24,1.899999999999992,12.899999999999993,0.05500000000000005,1
1023,13,15,0,0,3.79,5.38,12.1,0.96,6.8,19.0,559.0,1190.0,0.47,66.6,0.434,0.366,0.693,9.2,25.1,34.4,2,-0.08,-0.9,66.2,100.2,0.4970000000000001,24.93,12.34,68.1,113.1,0.552,-25.01,-13.24,-1.899999999999992,-12.899999999999993,-0.05500000000000005,1
1024,8,1,1,1,6.82,9.47,15.9,1.21,7.3,24.0,790.0,1355.0,0.583,83.5,0.47700000000000004,0.302,0.69,13.4,28.4,41.8,9,26.9,11.98,73.2,112.6,0.536,13.37,5.58,67.3,107.0,0.529,13.53,6.4,5.900000000000006,5.599999999999994,0.007000000000000006,2
1025,8,9,0,0,4.48,5.74,13.3,1.12,6.8,19.0,554.0,1056.0,0.525,72.1,0.46299999999999997,0.354,0.645,9.8,26.9,36.7,1,13.37,5.58,67.3,107.0,0.529,26.9,11.98,73.2,112.6,0.536,-13.53,-6.4,-5.900000000000006,-5.599999999999994,-0.007000000000000006,2
1026,8,12,0,0,2.68,6.38,14.9,1.35,8.8,24.0,621.0,1061.0,0.585,74.0,0.49,0.3670000000000001,0.7709999999999999,7.8,25.0,32.8,4,5.27,-3.88,65.4,112.8,0.569,19.28,7.79,64.4,113.3,0.556,-14.010000000000002,-11.67,1.0,-0.5,0.0129999999999999,2
1027,8,4,1,1,2.31,6.66,15.3,1.35,9.6,24.0,517.0,954.0,0.542,74.0,0.475,0.39399999999999996,0.758,8.9,23.7,32.6,12,19.28,7.79,64.4,113.3,0.556,5.27,-3.88,65.4,112.8,0.569,14.010000000000002,11.67,-1.0,0.5,-0.0129999999999999,2
1028,3,6,0,0,4.75,4.34,13.2,1.01,7.3,21.0,575.0,1120.0,0.513,71.3,0.45399999999999996,0.353,0.748,11.0,28.2,39.2,3,16.01,10.09,66.6,107.3,0.514,16.5,9.16,70.6,111.1,0.512,-0.4899999999999984,0.9299999999999996,-4.0,-3.799999999999997,0.0020000000000000018,2
1029,3,3,1,1,4.31,9.09,13.1,0.99,6.8,21.0,693.0,1297.0,0.534,81.4,0.462,0.32299999999999995,0.754,13.5,25.3,38.8,6,16.5,9.16,70.6,111.1,0.512,16.01,10.09,66.6,107.3,0.514,0.4899999999999984,-0.9299999999999996,4.0,3.799999999999997,-0.0020000000000000018,2
1030,8,10,0,0,4.0,4.79,14.9,1.24,5.2,16.0,662.0,1368.0,0.484,70.8,0.4370000000000001,0.321,0.679,11.4,25.6,37.0,2,12.52,11.27,67.9,103.7,0.482,24.93,12.34,68.1,113.1,0.552,-12.41,-1.0700000000000005,-0.19999999999998866,-9.399999999999991,-0.07000000000000006,2
1031,8,2,1,1,5.45,5.33,19.1,1.47,8.3,22.0,649.0,1177.0,0.551,79.2,0.488,0.38299999999999995,0.75,10.8,30.2,41.0,10,24.93,12.34,68.1,113.1,0.552,12.52,11.27,67.9,103.7,0.482,12.41,1.0700000000000005,0.19999999999998866,9.399999999999991,0.07000000000000006,2
1032,3,1,1,1,6.82,9.47,15.9,1.21,7.3,24.0,790.0,1355.0,0.583,83.5,0.47700000000000004,0.302,0.69,13.4,28.4,41.8,4,26.9,11.98,73.2,112.6,0.536,19.28,7.79,64.4,113.3,0.556,7.619999999999997,4.19,8.799999999999997,-0.7000000000000028,-0.02000000000000001,3
1033,3,4,0,0,2.31,6.66,15.3,1.35,9.6,24.0,517.0,954.0,0.542,74.0,0.475,0.39399999999999996,0.758,8.9,23.7,32.6,1,19.28,7.79,64.4,113.3,0.556,26.9,11.98,73.2,112.6,0.536,-7.619999999999997,-4.19,-8.799999999999997,0.7000000000000028,0.02000000000000001,3
1034,1,3,0,0,4.31,9.09,13.1,0.99,6.8,21.0,693.0,1297.0,0.534,81.4,0.462,0.32299999999999995,0.754,13.5,25.3,38.8,2,16.5,9.16,70.6,111.1,0.512,24.93,12.34,68.1,113.1,0.552,-8.43,-3.18,2.5,-2.0,-0.040000000000000036,3
1035,1,2,1,1,5.45,5.33,19.1,1.47,8.3,22.0,649.0,1177.0,0.551,79.2,0.488,0.38299999999999995,0.75,10.8,30.2,41.0,3,24.93,12.34,68.1,113.1,0.552,16.5,9.16,70.6,111.1,0.512,8.43,3.18,-2.5,2.0,0.040000000000000036,3
1036,1,1,0,1,6.82,9.47,15.9,1.21,7.3,24.0,790.0,1355.0,0.583,83.5,0.47700000000000004,0.302,0.69,13.4,28.4,41.8,2,26.9,11.98,73.2,112.6,0.536,24.93,12.34,68.1,113.1,0.552,1.9699999999999989,-0.35999999999999943,5.1000000000000085,-0.5,-0.016000000000000014,4
1037,1,2,1,0,5.45,5.33,19.1,1.47,8.3,22.0,649.0,1177.0,0.551,79.2,0.488,0.38299999999999995,0.75,10.8,30.2,41.0,1,24.93,12.34,68.1,113.1,0.552,26.9,11.98,73.2,112.6,0.536,-1.9699999999999989,0.35999999999999943,-5.1000000000000085,0.5,0.016000000000000014,4
1038,15,1,1,1,5.48,7.55,18.2,1.76,7.8,21.0,805.0,1293.0,0.623,88.8,0.532,0.365,0.767,9.5,29.1,38.6,16,27.79,5.01,71.7,122.2,0.59,-6.09,-7.24,68.7,107.5,0.544,33.879999999999995,12.25,3.0,14.700000000000005,0.04599999999999993,1
1039,15,16,0,0,3.64,7.67,14.1,1.06,7.7,19.0,622.0,1205.0,0.516,75.4,0.478,0.40399999999999997,0.732,9.3,23.5,32.9,1,-6.09,-7.24,68.7,107.5,0.544,27.79,5.01,71.7,122.2,0.59,-33.879999999999995,-12.25,-3.0,-14.700000000000005,-0.04599999999999993,1
1040,1,8,0,1,4.79,8.27,12.0,0.96,7.9,24.0,525.0,1061.0,0.495,69.7,0.424,0.33,0.6809999999999999,10.8,24.0,34.8,9,13.73,10.09,67.2,103.4,0.496,13.38,9.26,66.5,107.6,0.512,0.34999999999999964,0.8300000000000001,0.7000000000000028,-4.199999999999989,-0.016000000000000014,1
1041,1,9,1,0,4.75,6.13,13.8,1.04,7.9,23.0,562.0,1106.0,0.508,71.7,0.44,0.34,0.674,13.4,24.6,38.0,8,13.38,9.26,66.5,107.6,0.512,13.73,10.09,67.2,103.4,0.496,-0.34999999999999964,-0.8300000000000001,-0.7000000000000028,4.199999999999989,0.016000000000000014,1
1042,7,5,0,1,4.24,4.82,13.6,0.98,9.4,24.0,558.0,1104.0,0.505,77.7,0.45899999999999996,0.39299999999999996,0.759,9.6,28.5,38.1,12,14.78,6.96,70.7,108.2,0.535,8.96,-3.11,71.8,115.1,0.557,5.8199999999999985,10.07,-1.0999999999999943,-6.8999999999999915,-0.02200000000000002,1
1043,7,12,1,0,4.58,7.58,18.1,1.5,7.8,22.0,696.0,1195.0,0.5820000000000001,83.3,0.496,0.348,0.738,10.8,27.1,37.9,5,8.96,-3.11,71.8,115.1,0.557,14.78,6.96,70.7,108.2,0.535,-5.8199999999999985,-10.07,1.0999999999999943,6.8999999999999915,0.02200000000000002,1
1044,9,4,1,1,4.26,6.97,12.9,0.95,7.5,22.0,624.0,1224.0,0.51,74.9,0.44299999999999995,0.336,0.741,11.4,25.9,37.4,13,17.99,10.26,69.5,106.3,0.505,4.88,-4.18,66.5,110.2,0.53,13.11,14.44,3.0,-3.9000000000000057,-0.025000000000000026,1
1045,9,13,0,0,4.03,5.64,11.8,1.08,7.8,22.0,584.0,1105.0,0.529,73.9,0.45899999999999996,0.353,0.752,9.3,25.9,35.2,4,4.88,-4.18,66.5,110.2,0.53,17.99,10.26,69.5,106.3,0.505,-13.11,-14.44,-3.0,3.9000000000000057,0.025000000000000026,1
1046,5,6,1,1,4.06,7.32,16.9,1.44,9.6,29.0,708.0,1265.0,0.56,84.9,0.462,0.335,0.691,12.7,28.4,41.1,11,15.56,2.62,74.5,112.8,0.535,10.28,6.04,72.5,105.4,0.506,5.280000000000001,-3.42,2.0,7.3999999999999915,0.029000000000000026,1
1047,5,11,0,0,3.22,6.22,13.6,1.0,7.3,21.0,619.0,1223.0,0.506,77.8,0.447,0.341,0.6709999999999999,12.2,27.8,40.0,6,10.28,6.04,72.5,105.4,0.506,15.56,2.62,74.5,112.8,0.535,-5.280000000000001,3.42,-2.0,-7.3999999999999915,-0.029000000000000026,1
1048,11,3,1,1,4.91,7.38,14.0,1.13,7.3,20.0,605.0,1144.0,0.529,73.1,0.47200000000000003,0.368,0.728,8.8,25.4,34.3,14,22.79,9.53,67.6,106.9,0.535,4.67,-2.39,70.0,111.3,0.5529999999999999,18.12,11.92,-2.4000000000000057,-4.399999999999992,-0.018000000000000016,1
1049,11,14,0,0,4.0,6.24,17.1,1.37,8.9,24.0,655.0,1163.0,0.563,79.1,0.48100000000000004,0.366,0.665,10.6,26.4,37.0,3,4.67,-2.39,70.0,111.3,0.5529999999999999,22.79,9.53,67.6,106.9,0.535,-18.12,-11.92,2.4000000000000057,4.399999999999992,0.018000000000000016,1
1050,3,7,0,1,3.91,6.18,15.0,1.46,8.8,25.0,613.0,1113.0,0.551,80.7,0.466,0.35100000000000003,0.708,9.3,28.1,37.4,10,16.0,2.68,70.7,113.2,0.537,15.42,11.22,64.7,103.7,0.498,0.5800000000000001,-8.540000000000001,6.0,9.5,0.039000000000000035,1
1051,3,10,1,0,3.71,7.18,12.2,1.04,8.1,24.0,537.0,1079.0,0.498,68.3,0.4270000000000001,0.335,0.718,10.6,22.9,33.5,7,15.42,11.22,64.7,103.7,0.498,16.0,2.68,70.7,113.2,0.537,-0.5800000000000001,8.540000000000001,-6.0,-9.5,-0.039000000000000035,1
1052,13,2,1,1,4.18,6.18,13.9,1.56,8.1,23.0,589.0,1137.0,0.518,70.7,0.451,0.35100000000000003,0.695,8.5,26.6,35.0,15,21.82,10.55,65.4,106.5,0.516,1.5,-5.05,68.6,110.6,0.564,20.32,15.6,-3.1999999999999886,-4.099999999999993,-0.04799999999999993,1
1053,13,15,0,0,3.03,6.5,14.7,1.23,8.3,22.0,674.0,1184.0,0.569,76.8,0.4970000000000001,0.38,0.6890000000000001,8.6,25.1,33.7,2,1.5,-5.05,68.6,110.6,0.564,21.82,10.55,65.4,106.5,0.516,-20.32,-15.6,3.1999999999999886,4.099999999999993,0.04799999999999993,1
1054,8,1,1,1,5.48,7.55,18.2,1.76,7.8,21.0,805.0,1293.0,0.623,88.8,0.532,0.365,0.767,9.5,29.1,38.6,9,27.79,5.01,71.7,122.2,0.59,13.38,9.26,66.5,107.6,0.512,14.409999999999998,-4.25,5.200000000000003,14.600000000000007,0.07799999999999996,2
1055,8,9,0,0,4.75,6.13,13.8,1.04,7.9,23.0,562.0,1106.0,0.508,71.7,0.44,0.34,0.674,13.4,24.6,38.0,1,13.38,9.26,66.5,107.6,0.512,27.79,5.01,71.7,122.2,0.59,-14.409999999999998,4.25,-5.200000000000003,-14.600000000000007,-0.07799999999999996,2
1056,8,12,0,0,4.58,7.58,18.1,1.5,7.8,22.0,696.0,1195.0,0.5820000000000001,83.3,0.496,0.348,0.738,10.8,27.1,37.9,4,8.96,-3.11,71.8,115.1,0.557,17.99,10.26,69.5,106.3,0.505,-9.029999999999998,-13.37,2.299999999999997,8.799999999999997,0.05200000000000005,2
1057,8,4,1,1,4.26,6.97,12.9,0.95,7.5,22.0,624.0,1224.0,0.51,74.9,0.44299999999999995,0.336,0.741,11.4,25.9,37.4,12,17.99,10.26,69.5,106.3,0.505,8.96,-3.11,71.8,115.1,0.557,9.029999999999998,13.37,-2.299999999999997,-8.799999999999997,-0.05200000000000005,2
1058,3,6,0,0,4.06,7.32,16.9,1.44,9.6,29.0,708.0,1265.0,0.56,84.9,0.462,0.335,0.691,12.7,28.4,41.1,3,15.56,2.62,74.5,112.8,0.535,22.79,9.53,67.6,106.9,0.535,-7.229999999999999,-6.9099999999999975,6.900000000000006,5.8999999999999915,0.0,2
1059,3,3,1,1,4.91,7.38,14.0,1.13,7.3,20.0,605.0,1144.0,0.529,73.1,0.47200000000000003,0.368,0.728,8.8,25.4,34.3,6,22.79,9.53,67.6,106.9,0.535,15.56,2.62,74.5,112.8,0.535,7.229999999999999,6.9099999999999975,-6.900000000000006,-5.8999999999999915,0.0,2
